concept_id,concept_code,concept_name,codeset,med_group
19134685,844877,aspirin 75 MG / isosorbide mononitrate 60 MG Extended Release Oral Capsule,c19meds,aspirin
40162783,857530,aspirin 500 MG / hydrocodone bitartrate 5 MG [Damason-P],c19meds,aspirin
19101866,392410,aspirin 165 MG Oral Tablet [1/2 Halfprin],c19meds,aspirin
44818355,1537012,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG Effervescent Oral Tablet [Bromo Seltzer Antacid Pain Reliever],c19meds,aspirin
36242755,1185412,Soma Compound with Codeine Pill,c19meds,aspirin
19019154,197930,aspirin 325 MG / meprobamate 200 MG Oral Tablet,c19meds,aspirin
40012644,370946,aspirin / butalbital Oral Tablet,c19meds,aspirin
19115384,563059,aspirin 324 MG [Caprin],c19meds,aspirin
36232885,1168630,Bayer Aspirin PM Pill,c19meds,aspirin
794114,1944110,acetaminophen / aspirin / caffeine Oral Tablet [Arthriten Max],c19meds,aspirin
19133447,830547,acetaminophen 120 MG / aspirin 260 MG / salicylamide 120 MG Oral Tablet,c19meds,aspirin
1718971,1811631,aspirin 81 MG / omeprazole 40 MG Delayed Release Oral Tablet,c19meds,aspirin
36235239,1174228,Anacin Aspirin Regimen Oral Product,c19meds,aspirin
40012257,366684,aspirin / caffeine / propoxyphene Oral Capsule [PC-CAP],c19meds,aspirin
1113407,336453,aspirin 454 MG,c19meds,aspirin
1113305,315427,aspirin 65 MG,c19meds,aspirin
36243169,1187861,Uni-Ann Pill,c19meds,aspirin
36233170,1168676,Buffex Oral Product,c19meds,aspirin
19079897,313804,aspirin 227.5 MG / caffeine 32.5 MG Oral Tablet,c19meds,aspirin
19125518,688214,aspirin 2.5 MG/ML Oral Solution,c19meds,aspirin
40012645,368749,aspirin / butalbital Oral Tablet [Axotal],c19meds,aspirin
739575,2474495,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Effervescent Oral Tablet,c19meds,aspirin
36217955,1153238,aspirin / caffeine / cinnamedrine Pill,c19meds,aspirin
794116,1944112,Arthriten Max Pill,c19meds,aspirin
35606609,1730187,{12 (aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) / 8 (aspirin 500 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescen...,c19meds,aspirin
40222015,994539,aspirin 770 MG / caffeine 60 MG / orphenadrine citrate 50 MG Oral Tablet [Orphengesic],c19meds,aspirin
1592501,1872085,aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Granules for Oral Solution,c19meds,aspirin
36228242,1178700,Migralex Oral Product,c19meds,aspirin
19120032,572230,aspirin 650 MG [Bayer Aspirin],c19meds,aspirin
40174524,904662,{30 (aspirin 325 MG Oral Tablet) / 30 (pravastatin sodium 40 MG Oral Tablet) } Pack,c19meds,aspirin
37002723,2393781,aspirin 6 MG/ML,c19meds,aspirin
19066221,571775,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Fortabs],c19meds,aspirin
19124730,647976,aspirin 300 MG / caffeine 65 MG / magnesium salicylate 30 MG Oral Tablet,c19meds,aspirin
40169438,891136,aspirin 31200 MG Oral Tablet,c19meds,aspirin
36221545,1167488,Damason-P Pill,c19meds,aspirin
1134736,211334,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fiormor],c19meds,aspirin
36213159,1154061,aspirin / butalbital / caffeine Pill,c19meds,aspirin
19055994,794228,aspirin 81 MG [Bayer Aspirin],c19meds,aspirin
1134832,243685,aspirin 421 MG / caffeine 32 MG Oral Tablet,c19meds,aspirin
19003088,103954,aspirin 75 MG Delayed Release Oral Tablet,c19meds,aspirin
40224188,1001475,aspirin Delayed Release Oral Tablet [Ecpirin],c19meds,aspirin
19079899,313806,aspirin 356.4 MG / caffeine 30 MG Oral Capsule,c19meds,aspirin
19001047,102602,aspirin 600 MG Oral Tablet [Palaprin Forte],c19meds,aspirin
19124735,647984,aspirin 363 MG / caffeine 32 MG / salicylamide 30 MG Oral Tablet,c19meds,aspirin
1113014,211871,aspirin 325 MG Oral Tablet [Aspir-trin],c19meds,aspirin
19115737,563472,aspirin 300 MG [postMI],c19meds,aspirin
19107793,433354,aspirin 400 MG Chewable Tablet,c19meds,aspirin
19047856,576561,aspirin 81 MG [YSP Aspirin],c19meds,aspirin
36236398,1171457,Ascomp Pill,c19meds,aspirin
40009848,369693,aspirin Chewable Tablet [St. Joseph Aspirin],c19meds,aspirin
40012296,374442,aspirin / carisoprodol Oral Tablet,c19meds,aspirin
1113346,318272,aspirin 81 MG Chewable Tablet,c19meds,aspirin
36238121,1245478,Asperdrink Oral Product,c19meds,aspirin
19077075,724619,aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG [Percodan],c19meds,aspirin
19133443,830541,aspirin 325 MG Oral Tablet [Magnaprin],c19meds,aspirin
1135447,828585,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG Oral Capsule,c19meds,aspirin
36243412,1297128,Stanback Headache Powder Reformulated Jan 2011 Oral Powder Product,c19meds,aspirin
40012648,373427,aspirin / phenyltoloxamine Oral Tablet,c19meds,aspirin
40012254,374702,aspirin / caffeine / propoxyphene Oral Capsule,c19meds,aspirin
36211903,1153741,aspirin / meprobamate Oral Product,c19meds,aspirin
36212901,1153988,acetaminophen / aspirin / caffeine / salicylamide Pill,c19meds,aspirin
36239864,1185790,Percodan Pill,c19meds,aspirin
36243637,1303158,Arthriten Inflammatory Pain Pill,c19meds,aspirin
19113459,540730,aspirin 975 MG [Easprin],c19meds,aspirin
19108895,437748,aspirin 510 MG,c19meds,aspirin
19126926,721805,aspirin 1.5 MG/ML [Platet],c19meds,aspirin
36217784,1153516,aspirin / caffeine / dihydrocodeine / promethazine Pill,c19meds,aspirin
36217407,1153228,aspirin / caffeine / ipecac / opium Pill,c19meds,aspirin
40162768,857525,aspirin 325 MG / hydrocodone bitartrate 7 MG Oral Tablet,c19meds,aspirin
36217788,1153520,aspirin / caffeine / magnesium carbonate / magnesium salicylate Pill,c19meds,aspirin
19115385,563060,aspirin 500 MG [Levius],c19meds,aspirin
40171627,900527,aspirin / caffeine Oral Powder,c19meds,aspirin
40009859,369820,aspirin Delayed Release Oral Tablet [Aspir-trin],c19meds,aspirin
44818011,1537020,aspirin Effervescent Oral Tablet,c19meds,aspirin
19079173,312097,aspirin 150 MG / caffeine 8 MG / ipecac 1.5 MG / opium 1.5 MG Oral Tablet,c19meds,aspirin
42707606,1234872,aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,c19meds,aspirin
36234185,1172164,Aspircaf Oral Product,c19meds,aspirin
19115992,563816,aspirin 300 MG [Caprin],c19meds,aspirin
19105372,420470,aspirin 200 MG / papaverine 5 MG / phenobarbital 15 MG Rectal Suppository,c19meds,aspirin
19005991,104900,aspirin 300 MG Delayed Release Oral Tablet [Caprin],c19meds,aspirin
1143409,244956,acetanilide 60 MG / aspirin 180 MG / caffeine 15 MG / ephedrine 30 MG Oral Capsule,c19meds,aspirin
19107384,432384,aspirin 30 MG Oral Tablet,c19meds,aspirin
19115387,563062,aspirin 600 MG [Palaprin Forte],c19meds,aspirin
19092085,336033,aspirin 262.5 MG,c19meds,aspirin
45775633,1593113,acetaminophen / aspirin / diphenhydramine Oral Tablet [Excedrin PM Triple Action],c19meds,aspirin
19107575,432715,acetaminophen 250 MG / aspirin 250 MG / caffeine 50 MG Oral Tablet,c19meds,aspirin
40012588,372778,aspirin / meprobamate Oral Tablet,c19meds,aspirin
1113311,315433,aspirin 975 MG,c19meds,aspirin
36242833,1186899,postMI Pill,c19meds,aspirin
19070272,571755,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Isollyl],c19meds,aspirin
1100168,249626,aspirin 500 MG / codeine 8 MG Oral Tablet,c19meds,aspirin
1134511,211292,aspirin 400 MG / caffeine 32 MG Oral Tablet [Anacin],c19meds,aspirin
44817956,1536814,aspirin / caffeine Effervescent Oral Tablet,c19meds,aspirin
19034071,206974,aspirin 800 MG Extended Release Oral Tablet [Sloprin],c19meds,aspirin
36211922,1153760,aspirin / phenylephrine Pill,c19meds,aspirin
19092032,336010,aspirin 385 MG,c19meds,aspirin
40009882,406294,aspirin Extended Release Oral Tablet [Zero-Order Release],c19meds,aspirin
36241041,1186218,Uni-Tren Oral Product,c19meds,aspirin
40138464,701873,aspirin Oral Capsule [Extra Strength Bayer],c19meds,aspirin
40012306,371453,aspirin / chlorpheniramine Oral Tablet,c19meds,aspirin
36215371,1155618,aluminum hydroxide / aspirin / codeine / magnesium hydroxide Oral Product,c19meds,aspirin
36232886,1168631,Bayer Aspirin Pill,c19meds,aspirin
44818358,1537024,aspirin 81 MG Effervescent Oral Tablet [Asperdrink],c19meds,aspirin
1113347,329291,aspirin 80 MG,c19meds,aspirin
36228392,1175321,Empirin with Codeine Oral Product,c19meds,aspirin
1592500,1872084,aspirin / citric acid / sodium bicarbonate Granules for Oral Solution,c19meds,aspirin
19059784,245405,aspirin 650 MG / codeine 30 MG Oral Tablet,c19meds,aspirin
36246687,1359081,Painaid ESF Oral Product,c19meds,aspirin
40012602,437768,aspirin / papaverine / phenobarbital Rectal Suppository,c19meds,aspirin
36245864,1296554,BC Original Formula Oral Powder Product,c19meds,aspirin
19107573,432713,acetaminophen 150 MG / aspirin 250 MG / caffeine 50 MG Oral Tablet,c19meds,aspirin
1113264,315415,aspirin 195 MG,c19meds,aspirin
40166171,863183,aspirin / caffeine / magnesium carbonate / magnesium salicylate Oral Tablet,c19meds,aspirin
36242964,1184123,Q-Acin Pill,c19meds,aspirin
36217805,1153542,aspirin / chlorpheniramine / phenylephrine Oral Product,c19meds,aspirin
19033468,206790,aspirin 975 MG Delayed Release Oral Tablet [Entaprin],c19meds,aspirin
1134560,211311,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Fiormor],c19meds,aspirin
40162765,857523,aspirin 224 MG / caffeine 32 MG / hydrocodone bitartrate 5 MG Oral Tablet,c19meds,aspirin
36237691,1171845,Ex-Pain Pill,c19meds,aspirin
1134741,211339,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Laniroif],c19meds,aspirin
42901494,1358849,acetaminophen 110 MG / aspirin 162 MG / caffeine 32.4 MG / salicylamide 152 MG [Exaprin],c19meds,aspirin
36217813,1153551,aspirin / citric acid / sodium bicarbonate Oral Product,c19meds,aspirin
40222001,994277,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule [Fiorinal with Codeine],c19meds,aspirin
19107668,432895,ascorbic acid 25 MG / aspirin 300 MG / caffeine 50 MG Oral Tablet,c19meds,aspirin
40231967,1049692,aspirin 325 MG / oxycodone hydrochloride 5 MG [Roxiprin],c19meds,aspirin
40009870,369817,aspirin Delayed Release Oral Tablet [Halfprin],c19meds,aspirin
44818294,1536498,aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet,c19meds,aspirin
19124719,647869,acetaminophen 130 MG / aspirin 260 MG / caffeine 16.3 MG Oral Tablet,c19meds,aspirin
1135464,834786,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule [Darvon Compound],c19meds,aspirin
36235476,1172555,Excedrin Back & Body Oral Product,c19meds,aspirin
19118198,567600,aspirin 975 MG [Entaprin],c19meds,aspirin
40222013,994535,aspirin 770 MG / caffeine 60 MG / orphenadrine citrate 50 MG Oral Tablet,c19meds,aspirin
1113376,333837,aspirin 100 MG Chewable Tablet,c19meds,aspirin
19115383,563058,aspirin 600 MG [Paynocil],c19meds,aspirin
40224187,1001474,aspirin 325 MG [Ecpirin],c19meds,aspirin
19102597,404071,aspirin 800 MG Extended Release Oral Tablet [Zero-Order Release],c19meds,aspirin
36249602,1794586,aspirin / citric acid / sodium bicarbonate Oral Powder Product,c19meds,aspirin
42705319,1234973,aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Synalgos-DC],c19meds,aspirin
40012245,376083,aspirin / caffeine / codeine Oral Tablet,c19meds,aspirin
40009894,386237,aspirin Oral Solution [Solprin],c19meds,aspirin
19073558,308369,aspirin 648 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,c19meds,aspirin
1134554,211295,aspirin 400 MG / caffeine 32 MG Oral Tablet [Genasan],c19meds,aspirin
19120025,572208,aspirin 325 MG [Gennin-FC],c19meds,aspirin
19135554,849426,aspirin 375 MG / caffeine 30 MG / propoxyphene hydrochloride 65 MG Oral Tablet,c19meds,aspirin
42800404,1297833,aspirin 500 MG / caffeine 32.5 MG Oral Capsule,c19meds,aspirin
40169425,896875,aspirin / caffeine / salicylamide Oral Powder [BC Headache],c19meds,aspirin
19075806,309477,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine 7.5 MG Oral Capsule,c19meds,aspirin
36234182,1172161,Aspir-Mox Pill,c19meds,aspirin
40223271,997523,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule [Fiortal with Codeine],c19meds,aspirin
19073557,308368,aspirin 500 MG / caffeine 32.4 MG / cinnamedrine 14.9 MG Oral Tablet,c19meds,aspirin
36217789,1153521,aspirin / caffeine / salicylamide Oral Liquid Product,c19meds,aspirin
19124325,637540,aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet,c19meds,aspirin
42902221,1359083,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Painaid ESF],c19meds,aspirin
19124626,646434,aspirin 325 MG Delayed Release Oral Capsule,c19meds,aspirin
36229808,1177582,Norwich Aspirin Pill,c19meds,aspirin
36217790,1153522,aspirin / caffeine / salicylamide Oral Product,c19meds,aspirin
1113408,336456,aspirin 648 MG,c19meds,aspirin
36211920,1153758,aspirin / phenobarbital Rectal Product,c19meds,aspirin
40161056,853499,aspirin 228 MG Chewing Gum,c19meds,aspirin
19105501,421152,aspirin 160 MG Rectal Suppository,c19meds,aspirin
40169427,896892,aspirin / caffeine / salicylamide Oral Tablet [BC Headache],c19meds,aspirin
44818010,1537011,aspirin / citric acid / sodium bicarbonate Effervescent Oral Tablet [Bromo Seltzer Antacid Pain Reliever],c19meds,aspirin
40244117,1192980,aspirin 500 MG / citric acid 1948 MG / sodium bicarbonate 2485 MG Powder for Oral Solution [Picot Plus],c19meds,aspirin
19080480,571342,acetaminophen 115 MG / aspirin 210 MG / caffeine 16 MG / salicylamide 65 MG [Saleto],c19meds,aspirin
37002741,2394057,aspirin 6 MG,c19meds,aspirin
36213959,1154264,acetaminophen / aspirin / salicylamide Pill,c19meds,aspirin
40012634,366386,aspirin / butalbital / caffeine Oral Capsule [Laniroif],c19meds,aspirin
40156637,830532,aspirin Oral Tablet [Aspidrox],c19meds,aspirin
40012262,376102,aspirin / caffeine / dihydrocodeine / promethazine Oral Capsule,c19meds,aspirin
40223224,996958,acetaminophen 150 MG / aspirin 180 MG / codeine phosphate 30 MG Oral Capsule,c19meds,aspirin
40223272,997522,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG [Fiortal with Codeine],c19meds,aspirin
35605962,1722691,aspirin 81 MG / calcium carbonate 777 MG [Bayer Womens],c19meds,aspirin
40012637,367743,aspirin / butalbital / caffeine Oral Tablet [Fiorinal],c19meds,aspirin
19133440,830537,aspirin 325 MG [Aspir-Mox],c19meds,aspirin
36212893,1153980,acetaminophen / aspirin / caffeine / calcium gluconate Pill,c19meds,aspirin
19046078,828586,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG [Darvon Compound],c19meds,aspirin
40231966,1049693,aspirin 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Roxiprin],c19meds,aspirin
40009883,370054,aspirin Extended Release Oral Tablet [Zorprin],c19meds,aspirin
40001985,437745,acetiamine / aspirin Oral Tablet,c19meds,aspirin
36217400,1153221,aspirin / caffeine / chlorpheniramine Oral Product,c19meds,aspirin
36235785,1172627,Fortabs Oral Product,c19meds,aspirin
36233388,1168996,Fiortal with Codeine Pill,c19meds,aspirin
40162780,857533,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Panasal],c19meds,aspirin
40012614,376416,aspirin / promethazine / pseudoephedrine Oral Tablet,c19meds,aspirin
36243596,1302800,Bayer Migraine Pill,c19meds,aspirin
19107518,432640,acetaminophen 300 MG / aspirin 300 MG Oral Tablet,c19meds,aspirin
36222109,1166074,Levacet Pill,c19meds,aspirin
1718972,1811632,aspirin 325 MG / omeprazole 40 MG Delayed Release Oral Tablet,c19meds,aspirin
37002725,2393783,aspirin Oral Spray,c19meds,aspirin
43011827,1361402,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Backaid IPF],c19meds,aspirin
19073559,308370,aspirin 650 MG / caffeine 32 MG / salicylamide 195 MG Oral Powder,c19meds,aspirin
36244168,1294760,acetaminophen / aspirin Oral Powder Product,c19meds,aspirin
36215370,1155617,aluminum hydroxide / aspirin / calcium carbonate / magnesium hydroxide Pill,c19meds,aspirin
36211914,1153752,aspirin / papain Pill,c19meds,aspirin
36248206,1722694,Bayer Womens Pill,c19meds,aspirin
42799218,1294338,aspirin 5.42 MG/ML / diphenhydramine citrate 0.633 MG/ML / phenylpropanolamine hydrochloride 0.25 MG/ML Oral Solution,c19meds,aspirin
36231944,1181644,Momentum tradename Oral Product,c19meds,aspirin
40224186,1001476,aspirin 325 MG Delayed Release Oral Tablet [Ecpirin],c19meds,aspirin
40012585,393142,aspirin / isosorbide Extended Release Oral Tablet,c19meds,aspirin
19046742,212033,aspirin 325 MG Oral Tablet,c19meds,aspirin
36214460,1154349,ascorbic acid / aspirin / diphenylpyraline Oral Product,c19meds,aspirin
40174526,904664,{30 (aspirin 325 MG Oral Tablet) / 30 (pravastatin sodium 80 MG Oral Tablet) } Pack,c19meds,aspirin
19048381,848927,aspirin 325 MG / oxycodone hydrochloride 4.84 MG [Endodan Reformulated May 2009],c19meds,aspirin
19126942,723530,acetaminophen 250 MG / aspirin 250 MG Oral Tablet [Excedrin Back & Body],c19meds,aspirin
44818320,1536835,aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Effervescent Oral Tablet [Alka-Seltzer],c19meds,aspirin
44818350,1536993,aspirin 500 MG / chlorpheniramine maleate 2 MG / phenylephrine bitartrate 8 MG Effervescent Oral Tablet,c19meds,aspirin
36213150,1154052,aspirin / quinine Oral Product,c19meds,aspirin
1113173,251736,aspirin 125 MG Oral Tablet,c19meds,aspirin
36211888,1153725,aspirin / dextromethorphan / phenylephrine Oral Product,c19meds,aspirin
42707621,1234976,aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Synalgos-DC],c19meds,aspirin
40012639,367741,aspirin / butalbital / caffeine Oral Tablet [Fiortal],c19meds,aspirin
19046905,212086,aspirin 325 MG Delayed Release Oral Tablet [Ecotrin],c19meds,aspirin
36239865,1185791,Percodan Reformulated May 2009 Oral Product,c19meds,aspirin
36237991,1168348,Genace brand of acetaminophen/aspirin/caffeine Pill,c19meds,aspirin
40169409,896874,aspirin 650 MG / caffeine 33.3 MG / salicylamide 195 MG [BC Headache],c19meds,aspirin
36220690,1168236,Equagesic Pill,c19meds,aspirin
42800406,1297835,aspirin 500 MG / caffeine 32.5 MG [Bayer Headache Relief],c19meds,aspirin
40012244,376086,aspirin / caffeine / codeine Oral Capsule,c19meds,aspirin
36232044,1176592,Endodan Reformulated May 2009 Pill,c19meds,aspirin
36248205,1722693,Bayer Womens Oral Product,c19meds,aspirin
36238348,1193082,Bayer Aspirin PM Reformulated Nov 2011 Oral Product,c19meds,aspirin
1719002,1811914,Yosprala Oral Product,c19meds,aspirin
40012580,369021,aspirin / hydrocodone Oral Tablet [Alor],c19meds,aspirin
19047696,213290,acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG Oral Tablet [Supac],c19meds,aspirin
19121056,576092,aspirin 165 MG [1/2 Halfprin],c19meds,aspirin
1113309,315431,aspirin 81 MG,c19meds,aspirin
35605964,1722695,aspirin 81 MG / calcium carbonate 777 MG Oral Tablet [Bayer Womens],c19meds,aspirin
1113013,211835,aspirin 81 MG Delayed Release Oral Tablet [Halfprin],c19meds,aspirin
19115386,563061,aspirin 600 MG [Nu-Seals Aspirin],c19meds,aspirin
36241111,1186314,Zorprin Oral Product,c19meds,aspirin
19046501,211830,aspirin 81 MG Chewable Tablet [Med Aspirin],c19meds,aspirin
42799210,1291868,aspirin 325 MG / diphenhydramine citrate 38 MG Oral Tablet,c19meds,aspirin
36217404,1153225,aspirin / caffeine / hydrocodone Oral Product,c19meds,aspirin
36228284,1178772,Nu-Seals Aspirin Pill,c19meds,aspirin
36245715,1296837,Med Aspirin Chewable Product,c19meds,aspirin
19133442,830539,aspirin 325 MG [Magnaprin],c19meds,aspirin
19108860,437678,aspirin 333 MG,c19meds,aspirin
19118907,570080,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG [Genace brand of acetaminophen/aspirin/caffeine],c19meds,aspirin
19081533,572163,aspirin 81 MG [St. Joseph Aspirin],c19meds,aspirin
36248203,1722686,aspirin / calcium carbonate Oral Product,c19meds,aspirin
19073679,308413,aspirin 65 MG Chewable Tablet,c19meds,aspirin
36243595,1302799,Bayer Migraine Oral Product,c19meds,aspirin
35605963,1722692,aspirin / calcium carbonate Oral Tablet [Bayer Womens],c19meds,aspirin
40162784,857122,aspirin 500 MG / hydrocodone bitartrate 5 MG [Lortab ASA],c19meds,aspirin
19021511,199274,aspirin 300 MG Oral Capsule,c19meds,aspirin
1128197,545875,acetaminophen 250 MG / aspirin 500 MG / caffeine 32.5 MG / salicylamide 150 MG Oral Tablet [Levacet],c19meds,aspirin
44818356,1537019,aspirin 500 MG / caffeine 60 MG Effervescent Oral Tablet,c19meds,aspirin
1113266,315417,aspirin 260 MG,c19meds,aspirin
36248726,1600989,Aspi-Cor Oral Product,c19meds,aspirin
36217405,1153226,aspirin / caffeine / hydrocodone Pill,c19meds,aspirin
19132757,809443,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG [Farbital],c19meds,aspirin
40012595,374711,aspirin / oxycodone Oral Tablet,c19meds,aspirin
36234190,1172169,Aspro Clear Maximum Strength Pill,c19meds,aspirin
19028373,204906,aspirin 1200 MG Rectal Suppository,c19meds,aspirin
40221994,994429,aspirin 1000 MG,c19meds,aspirin
19055684,235945,aspirin 500 MG / caffeine 32 MG Oral Capsule,c19meds,aspirin
1112960,211832,aspirin 81 MG Chewable Tablet [St. Joseph Aspirin],c19meds,aspirin
19108898,437751,aspirin 450 MG,c19meds,aspirin
44818286,1536467,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1700 MG Effervescent Oral Tablet,c19meds,aspirin
36231095,1176321,Azdone Pill,c19meds,aspirin
36211908,1153746,aspirin / methylprednisolone Pill,c19meds,aspirin
40003497,369062,acetaminophen / aspirin / caffeine Oral Tablet [Genace brand of acetaminophen/aspirin/caffeine],c19meds,aspirin
36236166,1172780,Aggrenox Oral Product,c19meds,aspirin
40222012,994810,aspirin 428 MG / caffeine 30 MG / orphenadrine citrate 25 MG Oral Tablet,c19meds,aspirin
36228243,1178701,Migralex Pill,c19meds,aspirin
36211913,1153751,aspirin / papain Oral Product,c19meds,aspirin
40012624,374756,aspirin / butalbital / caffeine / codeine Oral Capsule,c19meds,aspirin
36244347,1294856,aspirin / chlorpheniramine / pseudoephedrine Oral Powder Product,c19meds,aspirin
36230508,1177848,Talwin Compound Pill,c19meds,aspirin
1134740,211338,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Isollyl],c19meds,aspirin
1127899,359221,acetaminophen 110 MG / aspirin 162 MG / caffeine 32.4 MG / salicylamide 152 MG Oral Tablet,c19meds,aspirin
36231260,1179770,Miniprin Pill,c19meds,aspirin
1113303,315425,aspirin 60 MG,c19meds,aspirin
36239863,1185789,Percodan Oral Product,c19meds,aspirin
36237382,1171776,Easprin Oral Product,c19meds,aspirin
19133438,830534,aspirin 500 MG [Aspir-Mox],c19meds,aspirin
36212899,1153986,acetaminophen / aspirin / caffeine / hydrocodone Pill,c19meds,aspirin
40003490,375995,acetaminophen / aspirin / caffeine Oral Capsule,c19meds,aspirin
36229890,1179253,Major-Cin Oral Product,c19meds,aspirin
40161058,853500,aspirin 228 MG [Aspergum],c19meds,aspirin
44818063,1537199,aspirin / chlorpheniramine / dextromethorphan Effervescent Oral Tablet,c19meds,aspirin
36217787,1153519,aspirin / caffeine / magnesium carbonate / magnesium salicylate Oral Product,c19meds,aspirin
46287403,1665359,aspirin Extended Release Oral Capsule [Durlaza],c19meds,aspirin
40156640,830535,aspirin Oral Tablet [Aspir-Mox],c19meds,aspirin
37498374,2269660,aspirin Oral Film,c19meds,aspirin
1592503,1872087,Alka-Seltzer Granule Product,c19meds,aspirin
36245395,1296475,postMI Disintegrating Oral Product,c19meds,aspirin
19127010,724620,aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet [Percodan],c19meds,aspirin
42800392,1297354,aspirin 325 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,c19meds,aspirin
36218229,1166438,Entaprin Pill,c19meds,aspirin
1361018,2176259,aspirin 250 MG / caffeine 50 MG Oral Capsule,c19meds,aspirin
36234188,1172167,Aspirtab Pill,c19meds,aspirin
36213148,1154050,aspirin / pyridinolcarbamate Oral Product,c19meds,aspirin
36217786,1153518,aspirin / caffeine / dihydrocodeine Pill,c19meds,aspirin
19120283,573200,acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG [Supac],c19meds,aspirin
36215367,1155614,aluminum hydroxide / aspirin / caffeine Oral Product,c19meds,aspirin
19120622,574309,aspirin 325 MG [Buffex],c19meds,aspirin
37498373,2269659,aspirin Oral Film Product,c19meds,aspirin
19059091,243709,aspirin 325 MG / phenobarbital 15 MG Oral Tablet,c19meds,aspirin
19041542,209472,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Uni-Case],c19meds,aspirin
36233002,1168811,Darvon Compound Pill,c19meds,aspirin
36239111,1184154,Rid-A-Pain Oral Product,c19meds,aspirin
19059056,243670,aspirin 81 MG Oral Tablet,c19meds,aspirin
1112923,199281,aspirin 300 MG Oral Tablet,c19meds,aspirin
40012591,372833,aspirin / methocarbamol Oral Tablet,c19meds,aspirin
36237993,1168354,Genacote Pill,c19meds,aspirin
36217807,1153544,aspirin / chlorpheniramine / phenylpropanolamine Oral Liquid Product,c19meds,aspirin
36211897,1153735,aspirin / hydrocodone Oral Product,c19meds,aspirin
19092060,336028,aspirin 230 MG,c19meds,aspirin
19066728,574312,aspirin 325 MG [Genacote],c19meds,aspirin
19001048,102603,aspirin 600 MG Delayed Release Oral Tablet,c19meds,aspirin
46287406,1665364,aspirin 162.5 MG Extended Release Oral Capsule [Durlaza],c19meds,aspirin
40012642,367738,aspirin / butalbital / caffeine Oral Tablet [Isollyl],c19meds,aspirin
36212902,1153989,acetaminophen / aspirin / caffeine Oral Liquid Product,c19meds,aspirin
40003505,370945,acetaminophen / aspirin Oral Tablet,c19meds,aspirin
36217410,1153231,aspirin / caffeine / orphenadrine Oral Product,c19meds,aspirin
1145982,2372235,aspirin 500 MG / phenyltoloxamine citrate 15 MG Oral Tablet,c19meds,aspirin
36240830,1188007,Uni-Case Pill,c19meds,aspirin
36213147,1154049,aspirin / pseudoephedrine Pill,c19meds,aspirin
