concept_id,concept_name,concept_code,vocabulary_id,ingredient,pcornet_vocabulary_id
36270429,Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM ACCORD] Box of 10,OMOP3121304,RxNorm Extension,midazolam,RX
36272963,Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10,OMOP3123838,RxNorm Extension,midazolam,RX
36275559,Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun] Box of 20,OMOP3126434,RxNorm Extension,midazolam,RX
36278490,3 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM ACCORD] Box of 10,OMOP3129365,RxNorm Extension,midazolam,RX
36278502,3 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM ACCORD] Box of 10 by Accord,OMOP3129377,RxNorm Extension,midazolam,RX
36278515,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun],OMOP3129390,RxNorm Extension,midazolam,RX
36278516,3 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM ACCORD],OMOP3129391,RxNorm Extension,midazolam,RX
36278529,3 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM MYLAN] Box of 10 by Mylan,OMOP3129404,RxNorm Extension,midazolam,RX
36278564,3 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM MYLAN] Box of 10,OMOP3129439,RxNorm Extension,midazolam,RX
36278565,3 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM MYLAN],OMOP3129440,RxNorm Extension,midazolam,RX
36278611,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10,OMOP3129486,RxNorm Extension,midazolam,RX
36278617,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10 by B.Braun,OMOP3129492,RxNorm Extension,midazolam,RX
36279455,10 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM MYLAN],OMOP3130330,RxNorm Extension,midazolam,RX
36279456,10 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM ACCORD],OMOP3130331,RxNorm Extension,midazolam,RX
36279569,10 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM ACCORD] Box of 10 by Accord,OMOP3130444,RxNorm Extension,midazolam,RX
36279609,10 ML Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun],OMOP3130484,RxNorm Extension,midazolam,RX
36279644,10 ML Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun] Box of 20 by B.Braun,OMOP3130519,RxNorm Extension,midazolam,RX
36279685,10 ML Midazolam 5 MG/ML Injectable Solution [Midazolam B. Braun] Box of 20,OMOP3130560,RxNorm Extension,midazolam,RX
36279771,10 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM MYLAN] Box of 10 by Mylan,OMOP3130646,RxNorm Extension,midazolam,RX
36279887,10 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM MYLAN] Box of 10,OMOP3130762,RxNorm Extension,midazolam,RX
36279888,10 ML Midazolam 5 MG/ML Injectable Solution [MIDAZOLAM ACCORD] Box of 10,OMOP3130763,RxNorm Extension,midazolam,RX
36407480,Midazolam 2.5 MG/ML Injectable Solution Box of 1,OMOP3099522,RxNorm Extension,midazolam,RX
36407481,Midazolam 2.5 MG/ML Injectable Solution,OMOP3099523,RxNorm Extension,midazolam,RX
36410091,2 ML Midazolam 2.5 MG/ML Injectable Solution,OMOP3102133,RxNorm Extension,midazolam,RX
36410184,2 ML Midazolam 2.5 MG/ML Injectable Solution Box of 1,OMOP3102226,RxNorm Extension,midazolam,RX
36418685,5 ML Midazolam 5 MG/ML Injectable Solution Box of 10,OMOP4760990,RxNorm Extension,midazolam,RX
36418686,5 ML Midazolam 5 MG/ML Injectable Solution Box of 5,OMOP4760991,RxNorm Extension,midazolam,RX
36418687,5 ML Midazolam 5 MG/ML Injectable Solution,OMOP4760992,RxNorm Extension,midazolam,RX
36418736,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hexal] Box of 5,OMOP4761040,RxNorm Extension,midazolam,RX
36418737,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hexal],OMOP4761041,RxNorm Extension,midazolam,RX
36418738,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Atv] Box of 25,OMOP4761042,RxNorm Extension,midazolam,RX
36418739,3 ML Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 25,OMOP4761043,RxNorm Extension,midazolam,RX
36418740,3 ML Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 5,OMOP4761044,RxNorm Extension,midazolam,RX
36418741,3 ML Midazolam 5 MG/ML Injectable Solution [Dormicum],OMOP4761045,RxNorm Extension,midazolam,RX
36420980,Midazolam 5 MG/ML Injectable Solution [Midazolam Hexal] Box of 5,OMOP4763261,RxNorm Extension,midazolam,RX
36420981,Midazolam 5 MG/ML Injectable Solution [Midazolam Hexal],OMOP4763262,RxNorm Extension,midazolam,RX
36420982,Midazolam 5 MG/ML Injectable Solution [Midazolam Atv] Box of 25,OMOP4763263,RxNorm Extension,midazolam,RX
36881264,Midazolam 1 MG/ML Prefilled Syringe [Versed],OMOP1005283,RxNorm Extension,midazolam,RX
36881929,Midazolam 5.56 MG/ML Injectable Solution Box of 10,OMOP995387,RxNorm Extension,midazolam,RX
36884766,Midazolam 5.56 MG/ML Injectable Solution,OMOP1002752,RxNorm Extension,midazolam,RX
36886720,Midazolam 5 MG/ML Injection Box of 10,OMOP990742,RxNorm Extension,midazolam,RX
36886721,Midazolam 2 MG/ML Injectable Solution Box of 10,OMOP991971,RxNorm Extension,midazolam,RX
36887678,Midazolam 5.56 MG/ML Injectable Solution Box of 20,OMOP990596,RxNorm Extension,midazolam,RX
36890681,Midazolam 1 MG/ML Injectable Solution Box of 20,OMOP1000866,RxNorm Extension,midazolam,RX
36892552,Midazolam Prefilled Syringe [Versed],OMOP1002966,RxNorm Extension,midazolam,RX
36892648,Midazolam 5 MG/ML Injectable Solution Box of 10,OMOP1000963,RxNorm Extension,midazolam,RX
36893630,Midazolam 5.56 MG/ML Injectable Solution Box of 50,OMOP996066,RxNorm Extension,midazolam,RX
36894974,1 ML Midazolam 5.56 MG/ML Injectable Solution Box of 50,OMOP987911,RxNorm Extension,midazolam,RX
36895011,1 ML Midazolam 5 MG/ML Injectable Solution,OMOP1004916,RxNorm Extension,midazolam,RX
36895033,1 ML Midazolam 2 MG/ML Injectable Solution,OMOP1007118,RxNorm Extension,midazolam,RX
36895055,1 ML Midazolam 5.56 MG/ML Injectable Solution,OMOP1003428,RxNorm Extension,midazolam,RX
36895187,2 ML Midazolam 5 MG/ML Injectable Solution Box of 10,OMOP987973,RxNorm Extension,midazolam,RX
36895190,2 ML Midazolam 5 MG/ML Injectable Solution,OMOP1000843,RxNorm Extension,midazolam,RX
36895204,2 ML Midazolam 1 MG/ML Injectable Solution Box of 10,OMOP989147,RxNorm Extension,midazolam,RX
36895211,2 ML Midazolam 1 MG/ML Injectable Solution,OMOP1004811,RxNorm Extension,midazolam,RX
36895296,5 ML Midazolam 2 MG/ML Injectable Solution Box of 10,OMOP988196,RxNorm Extension,midazolam,RX
36895297,5 ML Midazolam 2 MG/ML Injectable Solution,OMOP999656,RxNorm Extension,midazolam,RX
36895348,5 ML Midazolam 5.56 MG/ML Injectable Solution Box of 10,OMOP991173,RxNorm Extension,midazolam,RX
36895397,5 ML Midazolam 5.56 MG/ML Injectable Solution,OMOP1004561,RxNorm Extension,midazolam,RX
36895423,5 ML Midazolam 1 MG/ML Injectable Solution,OMOP999477,RxNorm Extension,midazolam,RX
36895496,10 ML Midazolam 5.56 MG/ML Injectable Solution Box of 20,OMOP997480,RxNorm Extension,midazolam,RX
36895559,10 ML Midazolam 1 MG/ML Injectable Solution,OMOP992859,RxNorm Extension,midazolam,RX
36895676,18 ML Midazolam 5.56 MG/ML Injectable Solution Box of 10,OMOP997959,RxNorm Extension,midazolam,RX
36896000,50 ML Midazolam 1 MG/ML Injectable Solution Box of 10,OMOP988097,RxNorm Extension,midazolam,RX
36896001,50 ML Midazolam 2 MG/ML Injectable Solution,OMOP999535,RxNorm Extension,midazolam,RX
36896031,50 ML Midazolam 2 MG/ML Injectable Solution Box of 10,OMOP1001923,RxNorm Extension,midazolam,RX
36896100,50 ML Midazolam 1 MG/ML Injectable Solution,OMOP991412,RxNorm Extension,midazolam,RX
40064205,midazolam Injectable Solution,379133,RxNorm,midazolam,RX
40064206,midazolam Injectable Solution [Hypnovel],363076,RxNorm,midazolam,RX
40064208,midazolam Injectable Solution [Versed],94517,RxNorm,midazolam,RX
40117228,midazolam Injectable Solution [Midazolan],545225,RxNorm,midazolam,RX
40223160,2 ML midazolam 1 MG/ML Prefilled Syringe,998211,RxNorm,midazolam,RX
40223981,midazolam Prefilled Syringe,998210,RxNorm,midazolam,RX
40713372,50 ML Midazolam 4 MG/ML Injectable Solution Box of 10,OMOP4743638,RxNorm Extension,midazolam,RX
40713373,50 ML Midazolam 4 MG/ML Injectable Solution Box of 1,OMOP4743637,RxNorm Extension,midazolam,RX
40713374,50 ML Midazolam 4 MG/ML Injectable Solution,OMOP4743636,RxNorm Extension,midazolam,RX
40714085,25 ML Midazolam 0.2 MG/ML Injectable Solution Box of 10,OMOP4743126,RxNorm Extension,midazolam,RX
40714086,25 ML Midazolam 0.2 MG/ML Injectable Solution Box of 1,OMOP4743125,RxNorm Extension,midazolam,RX
40714087,25 ML Midazolam 0.2 MG/ML Injectable Solution,OMOP4743124,RxNorm Extension,midazolam,RX
40716614,5 ML Midazolam 2 MG/ML Injectable Solution Box of 10 by Phoenix Healthcare Distribution,OMOP4741083,RxNorm Extension,midazolam,RX
40716615,5 ML Midazolam 2 MG/ML Injectable Solution by Phoenix Healthcare Distribution,OMOP4741082,RxNorm Extension,midazolam,RX
40717215,2 ML Midazolam 5 MG/ML Injectable Solution Box of 10 by Colorama,OMOP4739925,RxNorm Extension,midazolam,RX
40717216,2 ML Midazolam 5 MG/ML Injectable Solution by Colorama,OMOP4739924,RxNorm Extension,midazolam,RX
40739323,Midazolam 0.2 MG/ML Injectable Solution Box of 1,OMOP4718358,RxNorm Extension,midazolam,RX
40739325,Midazolam 4 MG/ML Injectable Solution Box of 10,OMOP4718356,RxNorm Extension,midazolam,RX
40739326,Midazolam 4 MG/ML Injectable Solution Box of 1,OMOP4718355,RxNorm Extension,midazolam,RX
40739327,Midazolam 4 MG/ML Injectable Solution,OMOP4718354,RxNorm Extension,midazolam,RX
40835150,Midazolam 1.67 MG/ML Injectable Solution,OMOP2033112,RxNorm Extension,midazolam,RX
40843251,Midazolam 0.089 MG/ML Injectable Solution [Midazolam Dts],OMOP2041213,RxNorm Extension,midazolam,RX
40843252,Midazolam 5.56 MG/ML Injectable Solution [Midaselect] Box of 5,OMOP2041214,RxNorm Extension,midazolam,RX
40843253,Midazolam 5.56 MG/ML Injectable Solution [Dormicum] Box of 250,OMOP2041215,RxNorm Extension,midazolam,RX
40843255,Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP2041217,RxNorm Extension,midazolam,RX
40843256,Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln],OMOP2041218,RxNorm Extension,midazolam,RX
40843257,Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP2041219,RxNorm Extension,midazolam,RX
40843258,Midazolam 1 MG/ML Injectable Solution [Dormicum],OMOP2041220,RxNorm Extension,midazolam,RX
40866285,Midazolam 0.089 MG/ML Injectable Solution Box of 5,OMOP2064247,RxNorm Extension,midazolam,RX
40874479,Midazolam 0.2 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP2072441,RxNorm Extension,midazolam,RX
40874480,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Rotexmedica],OMOP2072442,RxNorm Extension,midazolam,RX
40874481,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP2072443,RxNorm Extension,midazolam,RX
40874484,Midazolam 2 MG/ML Injectable Solution [Midazolam Atv] Box of 5,OMOP2072446,RxNorm Extension,midazolam,RX
40874485,Midazolam 1 MG/ML Injectable Solution [Dormicum] Box of 5,OMOP2072447,RxNorm Extension,midazolam,RX
40897440,Midazolam 0.04 MG/ML Injectable Solution,OMOP2095402,RxNorm Extension,midazolam,RX
40897442,Midazolam 5.56 MG/ML Injectable Solution Box of 250,OMOP2095404,RxNorm Extension,midazolam,RX
40897443,Midazolam 5 MG/ML Injectable Solution Box of 20,OMOP2095405,RxNorm Extension,midazolam,RX
40905433,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hexal] Box of 5,OMOP2103395,RxNorm Extension,midazolam,RX
40905434,Midazolam 2 MG/ML Injectable Solution [Midazolam Atv] Box of 1,OMOP2103396,RxNorm Extension,midazolam,RX
40905435,Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 1,OMOP2103397,RxNorm Extension,midazolam,RX
40928459,Midazolam 10 MG/ML Injectable Solution Box of 5,OMOP2126421,RxNorm Extension,midazolam,RX
40936686,Midazolam 0.08 MG/ML Injectable Solution [Midazolam Hameln],OMOP2134648,RxNorm Extension,midazolam,RX
40936687,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP2134649,RxNorm Extension,midazolam,RX
40936688,Midazolam 5.56 MG/ML Injectable Solution [Dormicum] Box of 1000,OMOP2134650,RxNorm Extension,midazolam,RX
40936689,Midazolam 2 MG/ML Injectable Solution [Midazolam Dts] Box of 5,OMOP2134651,RxNorm Extension,midazolam,RX
40936690,Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 5,OMOP2134652,RxNorm Extension,midazolam,RX
40967816,Midazolam 0.2 MG/ML Injectable Solution [Midazolam Hameln],OMOP2165778,RxNorm Extension,midazolam,RX
40967818,Midazolam 5 MG/ML Injectable Solution [Midazolam Atv] Box of 5,OMOP2165780,RxNorm Extension,midazolam,RX
40967819,Midazolam 5 MG/ML Injectable Solution [Midazolam Atv],OMOP2165781,RxNorm Extension,midazolam,RX
40967820,Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 25,OMOP2165782,RxNorm Extension,midazolam,RX
40987764,Midazolam Injectable Solution [Midazolam Dts],OMOP2185726,RxNorm Extension,midazolam,RX
40991032,Midazolam 0.089 MG/ML Injectable Solution,OMOP2188994,RxNorm Extension,midazolam,RX
40999160,Midazolam 0.04 MG/ML Injectable Solution [Midazolam Hameln] Box of 1,OMOP2197122,RxNorm Extension,midazolam,RX
40999161,Midazolam 0.02 MG/ML Injectable Solution [Midazolam Hameln],OMOP2197123,RxNorm Extension,midazolam,RX
40999162,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln],OMOP2197124,RxNorm Extension,midazolam,RX
40999163,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Dts],OMOP2197125,RxNorm Extension,midazolam,RX
40999164,Midazolam 1.67 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP2197126,RxNorm Extension,midazolam,RX
40999165,Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 1,OMOP2197127,RxNorm Extension,midazolam,RX
40999166,Midazolam 2 MG/ML Injectable Solution [Midazolam Atv] Box of 25,OMOP2197128,RxNorm Extension,midazolam,RX
40999167,Midazolam 2 MG/ML Injectable Solution [Midazolam Atv],OMOP2197129,RxNorm Extension,midazolam,RX
40999168,Midazolam 1 MG/ML Injectable Solution [Midaselect] Box of 5,OMOP2197130,RxNorm Extension,midazolam,RX
40999169,Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln],OMOP2197131,RxNorm Extension,midazolam,RX
41030196,Midazolam 1.67 MG/ML Injectable Solution [Midazolam Hameln],OMOP2228158,RxNorm Extension,midazolam,RX
41030197,Midazolam 2 MG/ML Injectable Solution [Midazolam Dts] Box of 1,OMOP2228159,RxNorm Extension,midazolam,RX
41030198,Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP2228160,RxNorm Extension,midazolam,RX
41030199,Midazolam 1 MG/ML Injectable Solution [Midazolam Dts] Box of 5,OMOP2228161,RxNorm Extension,midazolam,RX
41030200,Midazolam 1 MG/ML Injectable Solution [Midazolam Atv] Box of 25,OMOP2228162,RxNorm Extension,midazolam,RX
41030201,Midazolam 1 MG/ML Injectable Solution [Midazolam Atv] Box of 5,OMOP2228163,RxNorm Extension,midazolam,RX
41061327,Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln] Box of 1,OMOP2259289,RxNorm Extension,midazolam,RX
41061328,Midazolam 1 MG/ML Injectable Solution [Midazolam Dts],OMOP2259290,RxNorm Extension,midazolam,RX
41081501,Midazolam Injectable Solution [Midaselect],OMOP2279463,RxNorm Extension,midazolam,RX
41084804,Midazolam 2.78 MG/ML Injectable Solution,OMOP2282766,RxNorm Extension,midazolam,RX
41092924,Midazolam 0.04 MG/ML Injectable Solution [Midazolam Atv],OMOP2290886,RxNorm Extension,midazolam,RX
41092925,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10,OMOP2290887,RxNorm Extension,midazolam,RX
41092926,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Dts] Box of 5,OMOP2290888,RxNorm Extension,midazolam,RX
41116052,Midazolam 0.089 MG/ML Injectable Solution Box of 25,OMOP2314014,RxNorm Extension,midazolam,RX
41124109,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Atv],OMOP2322071,RxNorm Extension,midazolam,RX
41124110,Midazolam 5.56 MG/ML Injectable Solution [Dormicum] Box of 100,OMOP2322072,RxNorm Extension,midazolam,RX
41124113,Midazolam 2 MG/ML Injectable Solution [Midazolam Dts],OMOP2322075,RxNorm Extension,midazolam,RX
41124114,Midazolam 1 MG/ML Injectable Solution [Midaselect],OMOP2322076,RxNorm Extension,midazolam,RX
41124115,Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP2322077,RxNorm Extension,midazolam,RX
41147556,Midazolam 0.08 MG/ML Injectable Solution Box of 5,OMOP2345518,RxNorm Extension,midazolam,RX
41147557,Midazolam 0.04 MG/ML Injectable Solution Box of 1,OMOP2345519,RxNorm Extension,midazolam,RX
41147558,Midazolam 0.02 MG/ML Injectable Solution Box of 1,OMOP2345520,RxNorm Extension,midazolam,RX
41155660,Midazolam 0.2 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP2353622,RxNorm Extension,midazolam,RX
41155661,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Dts] Box of 25,OMOP2353623,RxNorm Extension,midazolam,RX
41155662,Midazolam 1 MG/ML Injectable Solution [Midazolam Dts] Box of 25,OMOP2353624,RxNorm Extension,midazolam,RX
41178582,Midazolam 2 MG/ML Injectable Solution Box of 1,OMOP2376544,RxNorm Extension,midazolam,RX
41186714,Midazolam 0.08 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP2384676,RxNorm Extension,midazolam,RX
41186715,Midazolam 0.02 MG/ML Injectable Solution [Midazolam Hameln] Box of 1,OMOP2384677,RxNorm Extension,midazolam,RX
41206846,Midazolam Injectable Solution [Midazolam Atv],OMOP2404808,RxNorm Extension,midazolam,RX
41210002,Midazolam 2.78 MG/ML Injectable Solution Box of 5,OMOP2407964,RxNorm Extension,midazolam,RX
41210003,Midazolam 0.2 MG/ML Injectable Solution Box of 10,OMOP2407965,RxNorm Extension,midazolam,RX
41217991,Midazolam 0.04 MG/ML Injectable Solution [Midazolam Hameln],OMOP2415953,RxNorm Extension,midazolam,RX
41237715,Midazolam Injectable Solution [Midazolam Hameln],OMOP2435677,RxNorm Extension,midazolam,RX
41248992,Midazolam 5.56 MG/ML Injectable Solution [Midaselect],OMOP2446954,RxNorm Extension,midazolam,RX
41248993,Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln],OMOP2446955,RxNorm Extension,midazolam,RX
41248994,Midazolam 1 MG/ML Injectable Solution [Midazolam Atv],OMOP2446956,RxNorm Extension,midazolam,RX
41271807,Midazolam 0.08 MG/ML Injectable Solution,OMOP2469769,RxNorm Extension,midazolam,RX
41271809,Midazolam 5.56 MG/ML Injectable Solution Box of 1000,OMOP2469771,RxNorm Extension,midazolam,RX
41279793,Midazolam 0.04 MG/ML Injectable Solution [Midazolam Atv] Box of 1,OMOP2477755,RxNorm Extension,midazolam,RX
41279794,Midazolam 0.089 MG/ML Injectable Solution [Midazolam Dts] Box of 25,OMOP2477756,RxNorm Extension,midazolam,RX
41279795,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 5,OMOP2477757,RxNorm Extension,midazolam,RX
41279797,Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP2477759,RxNorm Extension,midazolam,RX
41279798,Midazolam 5 MG/ML Injectable Solution [Dormicum],OMOP2477760,RxNorm Extension,midazolam,RX
41302946,Midazolam 0.02 MG/ML Injectable Solution,OMOP2500908,RxNorm Extension,midazolam,RX
41302947,Midazolam 0.2 MG/ML Injectable Solution Box of 5,OMOP2500909,RxNorm Extension,midazolam,RX
41302948,Midazolam 1.67 MG/ML Injectable Solution Box of 10,OMOP2500910,RxNorm Extension,midazolam,RX
41311112,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Atv] Box of 25,OMOP2509074,RxNorm Extension,midazolam,RX
41311113,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Atv] Box of 5,OMOP2509075,RxNorm Extension,midazolam,RX
41327786,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Rotexmedica],OMOP2525748,RxNorm Extension,midazolam,RX
41327787,1 ML Midazolam 5.56 MG/ML Injectable Solution [Dormicum] Box of 250,OMOP2525749,RxNorm Extension,midazolam,RX
41328464,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Atv] Box of 5,OMOP2526426,RxNorm Extension,midazolam,RX
41329806,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Dts] Box of 25,OMOP2527768,RxNorm Extension,midazolam,RX
41329808,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP2527770,RxNorm Extension,midazolam,RX
41330427,1 ML Midazolam 5.56 MG/ML Injectable Solution [Dormicum] Box of 100,OMOP2528389,RxNorm Extension,midazolam,RX
41330428,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Atv] Box of 5,OMOP2528390,RxNorm Extension,midazolam,RX
41331346,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Atv] Box of 5 by Puren,OMOP2529308,RxNorm Extension,midazolam,RX
41331347,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln] Box of 10 by Hameln,OMOP2529309,RxNorm Extension,midazolam,RX
41331749,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln],OMOP2529711,RxNorm Extension,midazolam,RX
41331750,1 ML Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 25,OMOP2529712,RxNorm Extension,midazolam,RX
41331751,1 ML Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 5,OMOP2529713,RxNorm Extension,midazolam,RX
41332007,1 ML Midazolam 5.56 MG/ML Injectable Solution Box of 10 by Ratiopharm,OMOP2529969,RxNorm Extension,midazolam,RX
41332701,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10 by Rotexmedica,OMOP2530663,RxNorm Extension,midazolam,RX
41332702,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hexal] Box of 5 by Novartis,OMOP2530664,RxNorm Extension,midazolam,RX
41332703,1 ML Midazolam 5 MG/ML Injectable Solution Box of 10 by Ratiopharm,OMOP2530665,RxNorm Extension,midazolam,RX
41333128,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midaselect] Box of 5,OMOP2531090,RxNorm Extension,midazolam,RX
41333831,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midaselect],OMOP2531793,RxNorm Extension,midazolam,RX
41334090,1 ML Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 5 by Roche,OMOP2532052,RxNorm Extension,midazolam,RX
41334240,1 ML Midazolam 5.56 MG/ML Injectable Solution Box of 250,OMOP2532202,RxNorm Extension,midazolam,RX
41334463,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10,OMOP2532425,RxNorm Extension,midazolam,RX
41334464,1 ML Midazolam 5 MG/ML Injectable Solution [Dormicum],OMOP2532426,RxNorm Extension,midazolam,RX
41334747,1 ML Midazolam 5 MG/ML Injectable Solution Box of 5 by Ratiopharm,OMOP2532709,RxNorm Extension,midazolam,RX
41335145,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP2533107,RxNorm Extension,midazolam,RX
41335146,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Dts],OMOP2533108,RxNorm Extension,midazolam,RX
41335147,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Atv],OMOP2533109,RxNorm Extension,midazolam,RX
41335433,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Dts] Box of 5 by Deltamedica,OMOP2533395,RxNorm Extension,midazolam,RX
41335830,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Dts] Box of 5,OMOP2533792,RxNorm Extension,midazolam,RX
41335831,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Atv] Box of 25,OMOP2533793,RxNorm Extension,midazolam,RX
41335832,1 ML Midazolam 5.56 MG/ML Injectable Solution [Dormicum] Box of 1000,OMOP2533794,RxNorm Extension,midazolam,RX
41336525,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln],OMOP2534487,RxNorm Extension,midazolam,RX
41336526,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Atv],OMOP2534488,RxNorm Extension,midazolam,RX
41336764,1 ML Midazolam 5 MG/ML Injectable Solution [Dormicum] Box of 25 by Roche,OMOP2534726,RxNorm Extension,midazolam,RX
41337567,1 ML Midazolam 5.56 MG/ML Injectable Solution Box of 1000,OMOP2535529,RxNorm Extension,midazolam,RX
41337796,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hexal] Box of 5,OMOP2535758,RxNorm Extension,midazolam,RX
41337797,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP2535759,RxNorm Extension,midazolam,RX
41338044,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Atv] Box of 5 by Puren,OMOP2536006,RxNorm Extension,midazolam,RX
41346768,3 ML Midazolam 5.57 MG/ML Injectable Solution Box of 10 by Ratiopharm,OMOP2544730,RxNorm Extension,midazolam,RX
41346789,3 ML Midazolam 5.57 MG/ML Injectable Solution Box of 1000,OMOP2544751,RxNorm Extension,midazolam,RX
41346827,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Dts],OMOP2544789,RxNorm Extension,midazolam,RX
41346828,3 ML Midazolam 5.57 MG/ML Injectable Solution [Dormicum] Box of 1000,OMOP2544790,RxNorm Extension,midazolam,RX
41347023,3 ML Midazolam 1.67 MG/ML Injectable Solution Box of 10,OMOP2544985,RxNorm Extension,midazolam,RX
41347180,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Dts] Box of 5 by Deltamedica,OMOP2545142,RxNorm Extension,midazolam,RX
41347181,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Atv] Box of 25 by Puren,OMOP2545143,RxNorm Extension,midazolam,RX
41347309,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Hexal] Box of 5,OMOP2545271,RxNorm Extension,midazolam,RX
