concept_id,concept_name,vocabulary_id,codeset
42966544,OMOP4693003,Dopamine Injectable Solution [DOPASIN],pressors
41242391,OMOP2440353,Dopamine 20 MG/ML Injectable Solution Box of 10,pressors
40712105,OMOP4745033,100 ML Dobutamine 5 MG/ML Injectable Solution Box of 1,pressors
37003090,2399916,vasopressin (USP) 0.6 UNT/ML Injection,pressors
35781092,OMOP2782553,5 ML Dopamine 40 MG/ML Injectable Solution by Hospira,pressors
43863941,OMOP814761,50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 50,pressors
35606559,1743864,dopamine hydrochloride 3.2 MG/ML Injection,pressors
41127953,OMOP2325915,Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 100,pressors
43219025,OMOP515779,10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE MYLAN],pressors
44129910,OMOP1124541,1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pressyn Ar],pressors
21062209,OMOP361500,Milrinone 0.4 MG/ML Injection,pressors
19076657,309984,dobutamine 0.5 MG/ML Injectable Solution,pressors
2062430,OMOP4963682,dopamine / glucose Injectable Solution [CJ DOPAMIX],pressors
1337753,345811,dobutamine 2 MG/ML,pressors
1337748,328215,dobutamine 12.5 MG/ML,pressors
43216059,OMOP485895,Milrinone 1 MG/ML [MILRINONE MEDAC],pressors
2028391,OMOP4927142,5 ML dopamine 10 MG/ML Injectable Solution by Huons,pressors
43807998,OMOP783210,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 2 by Carinopharm,pressors
43863942,OMOP814776,50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius],pressors
41033944,OMOP2231906,Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay],pressors
36885858,OMOP991122,Dopamine 10 MG/ML Prefilled Syringe,pressors
1719040,1812184,dobutamine 2 MG/ML Injection,pressors
35867782,OMOP5024313,dobutamine 1 MG/ML [Fenghaifen],pressors
35137260,OMOP4794435,10 ML Dopamine 20 MG/ML Injectable Solution [Kakodin],pressors
43206061,OMOP494295,Dobutamine 12.5 MG/ML [DOBUTAMINE PANPHARMA],pressors
43659175,OMOP671709,Milrinone Injectable Solution [Corotrop],pressors
43592187,OMOP785138,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 25,pressors
43171696,OMOP481268,Dopamine 40 MG/ML [DOPAMINE MYLAN],pressors
42921506,OMOP4648334,5 ML Dopamine 40 MG/ML Injectable Solution [DOPAMINE HCI HUONS],pressors
36814576,OMOP4828616,Milrinone Injection [Primacor],pressors
43285341,OMOP553967,Dobutamine 250 MG [Dobutrex],pressors
40985152,OMOP2183114,Dopamine 5 MG/ML [Dopamin Solvay],pressors
2025264,OMOP4923850,250 ML dopamine 2 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
43659176,OMOP671712,Milrinone 1 MG/ML [Milrinon Rotexmedica],pressors
41360115,OMOP2558077,5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 1,pressors
21078363,OMOP313690,20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Wockhardt,pressors
40847054,OMOP2045016,Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix],pressors
41304337,OMOP2502299,Dopamine 5 MG/ML Injectable Solution Box of 10,pressors
41390816,OMOP2588778,50 ML Dobutamine 5 MG/ML Injectable Solution,pressors
43628758,OMOP796549,20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5,pressors
43592190,OMOP785149,10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen,pressors
40714142,OMOP4743548,50 ML Dopamine 1.2 MG/ML Injectable Solution Box of 19,pressors
43140098,OMOP494298,Dobutamine 12.5 MG/ML Prefilled Syringe Box of 10,pressors
36879865,OMOP990346,Dobutamine Prefilled Syringe,pressors
21164528,OMOP269852,Dopamine 1.6 MG/ML Prefilled Syringe Box of 1,pressors
41358502,OMOP2556464,5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril],pressors
2024775,OMOP4923357,500 ML dopamine 1.6 MG/ML / glucose 50 MG/ML Injectable Solution by Baxter,pressors
35201973,2058464,100 ML dopamine hydrochloride 1.6 MG/ML Injection,pressors
41109553,OMOP2307515,Milrinone 1.42 MG/ML [Milrinon Rotexmedica],pressors
42918397,OMOP4645287,500 ML Dobutamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
35146228,OMOP4803309,Dopamine 1 MG/ML [Kakodin],pressors
35151009,OMOP4808056,50 ML Dobutamine 3 MG/ML Prefilled Syringe [Dobupum],pressors
43592112,OMOP783217,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20 by Carinopharm,pressors
43855414,OMOP951202,Dopamine 40 MG/ML Injection [Dopamin Fresenius],pressors
42966546,OMOP4693005,Dopamine Injectable Solution [DOPURAMIN],pressors
35132051,OMOP4789283,Dopamine Injectable Solution [Critpan],pressors
21039362,OMOP318125,50 ML Milrinone 0.2 MG/ML Injection,pressors
35130609,OMOP4787858,Dopamine 20 MG/ML [Dominin],pressors
44055659,OMOP1050290,Vasopressin (USP) Intramuscular Solution,pressors
21157028,OMOP313682,20 ML Dobutamine 12.5 MG/ML Injection by Hameln,pressors
41381468,OMOP2579430,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 100,pressors
42628988,1791839,milrinone Injection,pressors
35749893,OMOP2751354,Milrinone 1 MG/ML Injectable Solution Box of 1,pressors
35158001,OMOP4815000,2.5 ML Dopamine 20 MG/ML Injectable Solution by Nipro,pressors
43185907,OMOP513591,5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT] Box of 50,pressors
2028377,OMOP4927128,5 ML dopamine 80 MG/ML Injectable Solution [DOPASIN] by Hana,pressors
35770531,OMOP2771992,Dobutamine Injectable Solution [Posiject],pressors
42966532,OMOP4692991,Dopamine 40 MG/ML [DOPAMINE DAEWOO],pressors
35867374,OMOP5024296,dopamine 10 MG Injectable Solution,pressors
43153457,OMOP518204,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE AGUETTANT] Box of 10 by Aguettant,pressors
40867718,OMOP2065680,Dopamine 40 MG/ML Injectable Solution Box of 100,pressors
42918865,OMOP4645744,250 ML Dobutamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution [DOBUTAMINE HCI PREMIX],pressors
41399261,OMOP2597223,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal],pressors
43175031,OMOP513592,5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT] Box of 50 by Aguettant,pressors
35140040,OMOP4797188,Dopamine 20 MG/ML [Yaelista],pressors
35146430,OMOP4803509,10 ML Milrinone 1 MG/ML Injectable Solution [Milrila],pressors
42966540,OMOP4692999,Dopamine 80 MG/ML Injectable Solution [TROPIN],pressors
45775841,1593738,vasopressin (USP) 20 UNT/ML Injectable Solution [Vasostrict],pressors
1507837,242938,vasopressin (USP) 5 UNT/ML Injectable Suspension,pressors
43621729,OMOP959003,Dobutamine 14 MG/ML Injection [Dobutamin Hameln],pressors
40713259,OMOP4743750,50 ML Dobutamine 1.2 MG/ML Injectable Solution Box of 10,pressors
43593628,OMOP814235,50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius],pressors
35780770,OMOP2782231,5 ML Dopamine 40 MG/ML Injectable Solution by UCB,pressors
43842398,OMOP736408,1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma],pressors
42480387,OMOP419715,Dobutamine Injection [Dobutrex],pressors
43274564,OMOP553966,Dobutamine 250 MG,pressors
41378205,OMOP2576167,20 ML Dobutamine 14 MG/ML Injectable Solution Box of 100,pressors
36261962,OMOP3112837,Dobutamine Injection [Dobutamine EG],pressors
42972459,OMOP4698870,Vasopressin (USP) 20 UNT/ML [VASOPRESSIN HANLIM],pressors
35783954,OMOP2785415,50 ML Dobutamine 5 MG/ML Injectable Solution Box of 1,pressors
41023456,OMOP2221418,Dobutamine 14 MG/ML Injectable Solution Box of 1,pressors
41395797,OMOP2593759,50 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton],pressors
21078184,OMOP310237,10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor],pressors
35140264,OMOP4797408,Dopamine 20 MG/ML Injectable Solution [Evetant],pressors
40240694,1114873,dopamine hydrochloride 160 MG/ML,pressors
2024781,OMOP4923363,500 ML dobutamine 4 MG/ML / glucose 50 MG/ML Injectable Solution by CJ,pressors
35867793,OMOP5024324,dobutamine 20 MG [Aowanyuan],pressors
43186122,OMOP515778,10 ML Dopamine 5 MG/ML Prefilled Syringe Box of 50,pressors
40747706,OMOP4709598,Dopamine 2.4 MG/ML,pressors
35149362,OMOP4806421,Dopamine 20 MG/ML [Inovan],pressors
41211494,OMOP2409456,Dopamine 20 MG/ML Injectable Solution Box of 100,pressors
36403591,OMOP3095633,Milrinone 0.2 MG/ML Injectable Solution Box of 1,pressors
43819324,OMOP951227,Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 10,pressors
43193656,OMOP481297,Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT],pressors
41398225,OMOP2596187,50 ML Dopamine 10 MG/ML Injectable Solution Box of 20,pressors
21105573,OMOP269856,Dopamine 40 MG/ML Injection Box of 5,pressors
44129881,OMOP1124512,1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution,pressors
36279454,OMOP3130329,10 ML Milrinone 1 MG/ML Injection [COROTROPE],pressors
44076687,OMOP1071318,Dopamine 3.2 MG/ML / Glucose 50 MG/ML Injection by Hospira,pressors
43675668,OMOP951223,Dopamine 10 MG/ML Injection [Dopamin Carino],pressors
40929925,OMOP2127887,Dopamine 10 MG/ML Injectable Solution Box of 10,pressors
43184114,OMOP494306,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR] Box of 10,pressors
43806888,OMOP760814,3 ML Dopamine 5 MG/ML Injection [Dopamin Carino],pressors
19076658,309985,250 ML dobutamine 1 MG/ML Injection,pressors
43807228,OMOP768641,5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] by Fresenius,pressors
40925934,OMOP2123896,Dopamine Injectable Solution [Cardiosteril],pressors
19076659,309986,250 ML dobutamine 2 MG/ML Injection,pressors
36054974,OMOP4980284,20 ML dobutamine 12.5 MG/ML Injectable Solution by Wockhardt,pressors
43755608,OMOP814237,50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10,pressors
2025407,OMOP4923993,200 ML dopamine 4 MG/ML / glucose 50 MG/ML Injectable Solution [CJ DOPAMIX],pressors
43861629,OMOP768631,5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius],pressors
21036807,OMOP269861,Dopamine 160 MG/ML Injection Box of 5,pressors
43296116,OMOP553965,Dobutamine 12.5 MG/ML Injection Box of 10,pressors
41395585,OMOP2593547,50 ML Dopamine 5 MG/ML Injectable Solution Box of 1,pressors
21058390,OMOP308843,5 ML Dopamine 40 MG/ML Injection Box of 50,pressors
36280304,OMOP3131179,20 ML Dobutamine 12.5 MG/ML Injection [Dobutamine EG] Box of 10,pressors
35151905,OMOP4808947,5 ML Dopamine 20 MG/ML Injectable Solution by Pfizer,pressors
35138418,OMOP4795580,Dobutamine 3 MG/ML [Dobupum],pressors
41362214,OMOP2560176,10 ML Dopamine 5 MG/ML Injectable Solution Box of 25,pressors
41023455,OMOP2221417,Dobutamine 250 MG Injectable Solution Box of 5,pressors
43296948,OMOP562754,5 ML Dopamine 40 MG/ML Injection Box of 5 by Dbl,pressors
43270037,OMOP564634,20 ML Dobutamine 12.5 MG/ML Injection by Sandoz,pressors
40826046,OMOP2024008,Vasopressin (USP) 0.45 UNT/ML,pressors
36411247,OMOP3103289,50 ML Milrinone 0.4 MG/ML Injectable Solution,pressors
36418514,OMOP4760822,20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1,pressors
2025277,OMOP4923863,250 ML dobutamine 2 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
42918663,OMOP4645544,500 ML Dopamine 0.8 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
35131805,OMOP4789040,Dopamine 6 MG/ML,pressors
43593629,OMOP814238,50 ML Dopamine 5 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius,pressors
44181216,OMOP3057939,Dobutamine 250 MG Injectable Suspension [Dobutamin Hexal],pressors
43040183,OMOP4855216,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 50 by Aguettant,pressors
44132646,OMOP1127277,0.5 ML Vasopressin (USP) 20 UNT/ML Injectable Solution,pressors
43141831,OMOP513588,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 20 by Pierre Fabre,pressors
43717990,OMOP783201,10 ML Dopamine 20 MG/ML Injection,pressors
2028381,OMOP4927132,5 ML dopamine 40 MG/ML Injectable Solution [UDOPA] by Korea United Pharm,pressors
44106360,OMOP1100991,Dopamine 40 MG/ML [Intropin],pressors
43861630,OMOP768645,5 ML Dopamine 10 MG/ML Injection [Dopamin Carino],pressors
40961232,OMOP2159194,Dopamine 40 MG/ML Injectable Solution Box of 300,pressors
41368364,OMOP2566326,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen],pressors
41397546,OMOP2595508,50 ML Dopamine 5 MG/ML Injectable Solution Box of 50,pressors
36410535,OMOP3102577,5 ML Dopamine 160 MG/ML Injectable Solution by Martindale,pressors
36420032,OMOP4762319,Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex],pressors
43716915,OMOP760811,3 ML Dopamine 5 MG/ML Injection,pressors
43771301,OMOP768650,5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 6 by Carinopharm,pressors
41352583,OMOP2550545,5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay],pressors
36412192,OMOP3104234,250 ML Dopamine 1.6 MG/ML Injectable Solution Box of 1 by Abbott,pressors
41252663,OMOP2450625,Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay],pressors
2024779,OMOP4923361,500 ML dopamine 0.8 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
42628992,1791853,milrinone lactate 1 MG/ML,pressors
21102869,OMOP385772,Dobutamine 5 MG/ML Injection Box of 1,pressors
35160461,OMOP4817495,Dobutamine 6 MG/ML Prefilled Syringe,pressors
43663283,OMOP760816,3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 2,pressors
43802797,OMOP671726,Milrinone 1 MG/ML Injectable Solution [Milrinon Carino],pressors
43735463,OMOP768637,5 ML Dopamine 10 MG/ML Injection Box of 5,pressors
41366684,OMOP2564646,10 ML Dopamine 20 MG/ML Injectable Solution Box of 5,pressors
35606558,1743862,dopamine Injection,pressors
42940605,OMOP4667254,Dobutamine Injectable Solution [DOBUTAMINE HCL HUONS],pressors
35780906,OMOP2782367,5 ML Dobutamine 50 MG/ML Injectable Solution [Posiject],pressors
43186388,OMOP518202,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE AGUETTANT],pressors
43142322,OMOP518212,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR],pressors
43149563,OMOP481277,Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN],pressors
40714147,OMOP4743543,50 ML Dopamine 2.4 MG/ML Injectable Solution,pressors
43040178,OMOP4855211,5 ML Dopamine 10 MG/ML Prefilled Syringe Box of 50 by Aguettant,pressors
40886859,OMOP2084821,Dobutamine 250 MG Injectable Solution Box of 1 by Ratiopharm,pressors
41355388,OMOP2553350,5 ML Dopamine 10 MG/ML Injectable Solution Box of 10 by Fresenius,pressors
43718066,OMOP785131,10 ML Milrinone 1 MG/ML Injectable Solution Box of 25,pressors
40971509,OMOP2169471,Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 10,pressors
42966533,OMOP4692992,Dopamine 40 MG/ML [DOPASIN],pressors
42972458,OMOP4698869,Vasopressin (USP) 20 UNT/ML Injectable Solution [VASOPRESSIN HANLIM],pressors
21127303,OMOP313691,20 ML Dobutamine 12.5 MG/ML Injection [Dobutrex],pressors
42918664,OMOP4645545,500 ML Dopamine 0.8 MG/ML / Glucose 50 MG/ML Injectable Solution [CJ DOPAMINE HCL PREMIX],pressors
43825430,OMOP768635,5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius,pressors
40712099,OMOP4745039,100 ML Dobutamine 1 MG/ML Injection Box of 1,pressors
43280029,OMOP555227,Milrinone 1 MG/ML Injection [Primacor],pressors
36412218,OMOP3104260,250 ML Dopamine 1.6 MG/ML Injectable Solution,pressors
40729352,OMOP4727669,Dobutamine 1 MG/ML Injectable Solution Box of 1,pressors
36277020,OMOP3127895,Dobutamine 12.5 MG/ML [Dobutamine EG],pressors
40747710,OMOP4709594,Dopamine 0.6 MG/ML,pressors
43164207,OMOP515786,10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN],pressors
21107551,OMOP308835,5 ML Dopamine 40 MG/ML Injection Box of 5 by Hospira,pressors
43862462,OMOP785154,10 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10,pressors
43647818,OMOP814230,50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] by Fresenius,pressors
43585284,OMOP951200,Dopamine Injection [Dopamin Carino],pressors
2062432,OMOP4963684,dopamine 80 MG/ML Prefilled Syringe,pressors
35780236,OMOP2781697,5 ML Dopamine 40 MG/ML Injectable Solution Box of 10 by Martindale,pressors
43290874,OMOP555225,Milrinone Injection [Primacor],pressors
41355557,OMOP2553519,5 ML Dopamine 10 MG/ML Injectable Solution Box of 50,pressors
43789978,OMOP785165,10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5 by Sanofi,pressors
35138268,OMOP4795430,Dobutamine Injectable Solution [Dobupum],pressors
37003088,2399912,vasopressin (USP) 0.6 UNT/ML,pressors
35140971,OMOP4798105,Dopamine Injectable Solution [Yaelista],pressors
35758740,OMOP2760201,Milrinone 1 MG/ML Injectable Solution [Primacor],pressors
41398959,OMOP2596921,50 ML Dopamine 5 MG/ML Injectable Solution Box of 20,pressors
41330158,OMOP2528120,1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution Box of 10,pressors
36410402,OMOP3102444,5 ML Dopamine 160 MG/ML Injectable Solution Box of 10,pressors
41314878,OMOP2512840,Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 50,pressors
35781763,OMOP2783224,10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] by Sanofi,pressors
43766782,OMOP671729,Milrinone 1 MG/ML Injection [Milrinon Stragen],pressors
44045773,OMOP1040404,Dopamine 40 MG/ML Injectable Solution,pressors
35606565,1743878,dopamine hydrochloride 1.6 MG/ML Injection,pressors
35132368,OMOP4789594,200 ML Dopamine 3 MG/ML Injectable Solution,pressors
41372215,OMOP2570177,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica],pressors
35780190,OMOP2781651,5 ML Dobutamine 50 MG/ML Injectable Solution Box of 5,pressors
41117494,OMOP2315456,Dopamine 12 MG/ML Injectable Solution Box of 10,pressors
41363591,OMOP2561553,10 ML Milrinone 1.42 MG/ML Injectable Solution,pressors
43151052,OMOP494294,Dobutamine 12.5 MG/ML [DOBUTAMINE MYLAN],pressors
41413558,OMOP2611520,1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 50,pressors
43628206,OMOP785153,10 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect,pressors
43160791,OMOP481288,Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE PIERRE FABRE] Box of 50,pressors
35144853,OMOP4801944,200 ML Dopamine 3 MG/ML Injectable Solution by Pfizer,pressors
43736150,OMOP783205,10 ML Dopamine 20 MG/ML Injection Box of 10,pressors
43592111,OMOP783206,10 ML Dopamine 20 MG/ML Injection Box of 20,pressors
41363291,OMOP2561253,10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5,pressors
2024773,OMOP4923355,500 ML dopamine 2 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
43175288,OMOP516029,10 ML Milrinone 1 MG/ML Prefilled Syringe [COROTROPE] Box of 10 by Sanofi,pressors
40729349,OMOP4727672,Dobutamine 1 MG/ML Injection Box of 10,pressors
41358265,OMOP2556227,5 ML Dopamine 40 MG/ML Injectable Solution Box of 100,pressors
21122318,OMOP385779,Dobutamine 50 MG/ML Injection [Posiject],pressors
43592192,OMOP785162,10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop],pressors
1507838,313578,vasopressin (USP) 20 UNT/ML Injectable Solution,pressors
43647840,OMOP814759,50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 5,pressors
42940606,OMOP4667255,Dobutamine Injectable Solution [TOBUREX],pressors
42940602,OMOP4667252,Dobutamine Injectable Solution [HANA DOBUTAMINE HCL],pressors
41377643,OMOP2575605,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal] Box of 5,pressors
43219288,OMOP518201,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe Box of 10,pressors
21108077,OMOP318283,50 ML Dobutamine 5 MG/ML Injection Box of 1,pressors
43826188,OMOP785156,10 ML Milrinone 1 MG/ML Injectable Solution Box of 5,pressors
41393532,OMOP2591494,50 ML Dopamine 10 MG/ML Injectable Solution Box of 50,pressors
41241285,OMOP2439247,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution,pressors
41330159,OMOP2528121,1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 50,pressors
43682323,OMOP785167,10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10 by Sanofi,pressors
40712100,OMOP4745038,100 ML Dobutamine 1 MG/ML Injection,pressors
43142082,OMOP516032,10 ML Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC] Box of 10 by Medac,pressors
41002852,OMOP2200814,Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 100,pressors
35781932,OMOP2783393,10 ML Dopamine 40 MG/ML Injectable Solution,pressors
42918400,OMOP4645290,500 ML Dobutamine 1 MG/ML / Glucose 50 MG/ML Injectable Solution [DOBUTAMINE HCI PREMIX],pressors
35140328,OMOP4797471,Milrinone 0.15 MG/ML [Milrila],pressors
36895964,OMOP991777,50 ML Dobutamine 5.6 MG/ML Injectable Solution,pressors
42940595,OMOP4667245,Dobutamine 50 MG/ML Injectable Solution [TOBUREX],pressors
43040179,OMOP4855212,5 ML Dopamine 40 MG/ML Injectable Solution Box of 50 by Mylan,pressors
35867785,OMOP5024316,dobutamine 0.5 MG/ML [Fenghaifen],pressors
2028383,OMOP4927134,5 ML dopamine 40 MG/ML Injectable Solution [DOPASIN] by Hana,pressors
43626995,OMOP760821,3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm,pressors
37003626,2399915,100 ML vasopressin (USP) 0.6 UNT/ML Injection [Vasostrict],pressors
21085927,OMOP269851,Dopamine 4 MG/ML Injection Box of 1,pressors
36410394,OMOP3102436,5 ML Dopamine 160 MG/ML Injectable Solution Box of 5 by Hospira,pressors
784547,OMOP4832366,10 ML Milrinone 1 MG/ML Injectable Solution [COROTROPE] Box of 10 by Sanofi,pressors
2024780,OMOP4923362,500 ML dobutamine 4 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
42966514,OMOP4692973,Dopamine 3.2 MG/ML / Glucose 50 MG/ML Injectable Solution [CJ DOPAMINE HCL PREMIX],pressors
43765632,OMOP959018,Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal],pressors
36411307,OMOP3103349,50 ML Dopamine 4 MG/ML Injectable Solution Box of 1,pressors
41335730,OMOP2533692,1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 30,pressors
42966536,OMOP4692995,Dopamine 40 MG/ML [INOPAN MYUNG MOON],pressors
41124883,OMOP2322845,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 50,pressors
40919627,OMOP2117589,Vasopressin (USP) 2.5 UNT/ML,pressors
19091005,334605,dobutamine 50 MG/ML,pressors
35147914,OMOP4804981,Dopamine 3 MG/ML Injectable Solution [Catabon],pressors
43216974,OMOP494302,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN] Box of 10,pressors
43149562,OMOP481265,Dopamine Prefilled Syringe [DOPAMINE RENAUDIN],pressors
44058053,OMOP1052684,Vasopressin (USP) 20 UNT/ML Nasal Solution,pressors
19039813,208841,vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin],pressors
2062424,OMOP4963676,dopamine 4 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
36056447,OMOP4981879,50 ML dopamine 1.6 MG/ML Injectable Solution,pressors
43141832,OMOP513597,5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN],pressors
43152949,OMOP513605,5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT] Box of 50 by Aguettant,pressors
43639452,OMOP951237,Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10,pressors
2025268,OMOP4923854,250 ML dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
40828430,OMOP2026392,Milrinone 1.42 MG/ML [Milrinon Stragen],pressors
2028374,OMOP4927125,5 ML dopamine 80 MG/ML Prefilled Syringe by Dongkook,pressors
36263102,OMOP3113977,Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 10,pressors
42966548,OMOP4693006,Dopamine Injectable Solution [INOPAN MYUNG MOON],pressors
21042605,OMOP361501,Milrinone 0.4 MG/ML Injection Box of 1,pressors
44099519,OMOP1094150,Dopamine 40 MG/ML Injection [Intropin],pressors
40716241,OMOP4740902,5 ML Dopamine 40 MG/ML Injectable Solution Box of 50 by Pfizer,pressors
43844816,OMOP797740,20 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10,pressors
36787297,OMOP4775562,Milrinone 1 MG/ML Intravenous Solution Box of 10,pressors
41242400,OMOP2440362,Dobutamine 5.6 MG/ML Injectable Solution Box of 1,pressors
43645163,OMOP760818,3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 10,pressors
43215539,OMOP481271,Dopamine 40 MG/ML Prefilled Syringe Box of 100,pressors
44076688,OMOP1071319,Dopamine 0.8 MG/ML / Glucose 50 MG/ML Injection by Hospira,pressors
35829435,OMOP5039618,5 ML dopamine 20 MG/ML Injectable Solution by Koa Isei,pressors
41377642,OMOP2575604,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1000,pressors
43040984,OMOP4856014,10 ML Dopamine 5 MG/ML Prefilled Syringe Box of 50 by Mylan,pressors
43610074,OMOP783696,10 ML Dobutamine 28 MG/ML Injectable Solution [Dobutamin Hexal] by Hexal,pressors
2025271,OMOP4923857,250 ML dopamine 0.8 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
35201752,2103186,vasopressin (USP) 20 UNT/ML Injection [Vasostrict],pressors
43789890,OMOP783215,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10 by Carinopharm,pressors
43867625,OMOP864037,530 MG Dobutamine 0.528 MG/MG Injectable Solution,pressors
