concept_id,concept_name,concept_code,vocabulary_id,drug_group
40042338,Enalapril Oral Tablet [Innovace],380953,RxNorm,enalapril
40165773,Enalapril Maleate 20 MG Oral Tablet,858810,RxNorm,enalapril
1341969,Enalapril 20 MG,328293,RxNorm,enalapril
1328713,Diltiazem Hydrochloride 180 MG / Enalapril Maleate 5 MG Extended Release Oral Tablet,833237,RxNorm,enalapril
40167616,Enalapril Maleate 20 MG [Innovace],875964,RxNorm,enalapril
40165779,Enalapril Maleate 5 MG / Felodipine 2.5 MG Extended Release Oral Tablet [Lexxel],858884,RxNorm,enalapril
36236156,Innovace Oral Product,1172770,RxNorm,enalapril
40165763,Enalapril Maleate 10 MG Oral Tablet [Vasotec],858819,RxNorm,enalapril
40165789,Enalapril Maleate 5 MG Oral Tablet,858813,RxNorm,enalapril
40165762,Enalapril Maleate 10 MG Oral Tablet,858817,RxNorm,enalapril
36230655,Teczem Oral Product,1180847,RxNorm,enalapril
40165752,Enalapril Maleate 1.25 MG/ML Injectable Solution,858821,RxNorm,enalapril
40138364,Enalapril Oral Tablet [Renitec],700684,RxNorm,enalapril
36247817,Epaned Oral Product,1435629,RxNorm,enalapril
36224579,Enalapril Pill,1162653,RxNorm,enalapril
40034888,Diltiazem / Enalapril Extended Release Oral Tablet,372008,RxNorm,enalapril
43560162,Enalapril Maleate 1 MG/ML,1435621,RxNorm,enalapril
19082957,Enalapril 10 MG,328290,RxNorm,enalapril
40041997,Enalapril / Felodipine Extended Release Oral Tablet,372009,RxNorm,enalapril
36236157,Innovace Pill,1172771,RxNorm,enalapril
1342001,Enalaprilat,3829,RxNorm,enalaprilat
35605003,2 ML Enalaprilat 1.25 MG/ML Injection,1729205,RxNorm,enalaprilat
35605002,Enalaprilat 1.25 MG/ML Injection,1729201,RxNorm,enalaprilat
1342026,Enalaprilat 0.625 MG/ML,334648,RxNorm,enalaprilat
1342023,Enalaprilat 1 MG/ML Injectable Solution,246264,RxNorm,enalaprilat
40042350,Enalaprilat Injectable Solution,374378,RxNorm,enalaprilat
1342025,Enalaprilat 1.25 MG/ML,315855,RxNorm,enalaprilat
35605000,Enalaprilat Injection,1729199,RxNorm,enalaprilat
19065449,Enalaprilat 0.625 MG/ML Injectable Solution,252820,RxNorm,enalaprilat
1342027,Enalaprilat 1 MG/ML,334649,RxNorm,enalaprilat
36224580,Enalaprilat Injectable Product,1162654,RxNorm,enalaprilat
35605001,1 ML Enalaprilat 1.25 MG/ML Injection,1729200,RxNorm,enalaprilat
1342023,Enalaprilat 1 MG/ML Injectable Solution,246264,RxNorm,enalaprilat
40042350,Enalaprilat Injectable Solution,374378,RxNorm,enalaprilat
19065449,Enalaprilat 0.625 MG/ML Injectable Solution,252820,RxNorm,enalaprilat
35605003,2 ML Enalaprilat 1.25 MG/ML Injection,1729205,RxNorm,enalaprilat
35605002,Enalaprilat 1.25 MG/ML Injection,1729201,RxNorm,enalaprilat
35605000,Enalaprilat Injection,1729199,RxNorm,enalaprilat
35605001,1 ML Enalaprilat 1.25 MG/ML Injection,1729200,RxNorm,enalaprilat
19076923,eprosartan 400 MG Oral Tablet,310139,RxNorm,eprosartan
36241279,Teveten Oral Product,1184924,RxNorm,eprosartan
19100566,eprosartan 600 MG [Teveten],574524,RxNorm,eprosartan
19076924,eprosartan 600 MG Oral Tablet,310140,RxNorm,eprosartan
1346714,eprosartan 300 MG,393447,RxNorm,eprosartan
19068340,eprosartan 600 MG Oral Tablet [Teveten],261301,RxNorm,eprosartan
36225791,eprosartan / Hydrochlorothiazide Pill,1161919,RxNorm,eprosartan
40059153,eprosartan Oral Tablet,374612,RxNorm,eprosartan
36225790,eprosartan / Hydrochlorothiazide Oral Product,1161918,RxNorm,eprosartan
40059139,eprosartan / Hydrochlorothiazide Oral Tablet,378735,RxNorm,eprosartan
974648,eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet [Teveten HCT],352336,RxNorm,eprosartan
36241278,Teveten HCT Pill,1184923,RxNorm,eprosartan
36225792,eprosartan Oral Product,1161920,RxNorm,eprosartan
19084946,eprosartan 400 MG,330329,RxNorm,eprosartan
19121017,eprosartan 600 MG / Hydrochlorothiazide 25 MG [Teveten HCT],576025,RxNorm,eprosartan
974642,eprosartan 600 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,351292,RxNorm,eprosartan
1346686,eprosartan,83515,RxNorm,eprosartan
40059140,eprosartan / Hydrochlorothiazide Oral Tablet [Teveten HCT],368561,RxNorm,eprosartan
19100565,eprosartan 400 MG [Teveten],574523,RxNorm,eprosartan
36241277,Teveten HCT Oral Product,1184922,RxNorm,eprosartan
36241280,Teveten Pill,1184925,RxNorm,eprosartan
19121016,eprosartan 600 MG / Hydrochlorothiazide 12.5 MG [Teveten HCT],576024,RxNorm,eprosartan
1346713,eprosartan 300 MG Oral Tablet,389185,RxNorm,eprosartan
36225793,eprosartan Pill,1161921,RxNorm,eprosartan
19084947,eprosartan 600 MG,330330,RxNorm,eprosartan
974647,eprosartan 600 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Teveten HCT],352335,RxNorm,eprosartan
974643,eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet,351293,RxNorm,eprosartan
40059154,eprosartan Oral Tablet [Teveten],368222,RxNorm,eprosartan
19068339,eprosartan 400 MG Oral Tablet [Teveten],261300,RxNorm,eprosartan
40059139,eprosartan / Hydrochlorothiazide Oral Tablet,378735,RxNorm,eprosartan
974648,eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet [Teveten HCT],352336,RxNorm,eprosartan
974642,eprosartan 600 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,351292,RxNorm,eprosartan
40059140,eprosartan / Hydrochlorothiazide Oral Tablet [Teveten HCT],368561,RxNorm,eprosartan
974647,eprosartan 600 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Teveten HCT],352335,RxNorm,eprosartan
974643,eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet,351293,RxNorm,eprosartan
19076923,eprosartan 400 MG Oral Tablet,310139,RxNorm,eprosartan
19076924,eprosartan 600 MG Oral Tablet,310140,RxNorm,eprosartan
19068340,eprosartan 600 MG Oral Tablet [Teveten],261301,RxNorm,eprosartan
40059153,eprosartan Oral Tablet,374612,RxNorm,eprosartan
1346713,eprosartan 300 MG Oral Tablet,389185,RxNorm,eprosartan
40059154,eprosartan Oral Tablet [Teveten],368222,RxNorm,eprosartan
19068339,eprosartan 400 MG Oral Tablet [Teveten],261300,RxNorm,eprosartan
40163757,Fosinopril Sodium 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,857174,RxNorm,fosinopril
40163756,Fosinopril Sodium 20 MG,857173,RxNorm,fosinopril
40163752,Fosinopril Sodium 10 MG / Hydrochlorothiazide 12.5 MG [Monopril-HCT],857180,RxNorm,fosinopril
36224600,Fosinopril / Hydrochlorothiazide Oral Product,1162674,RxNorm,fosinopril
40163755,Fosinopril Sodium 10 MG [Monopril],857170,RxNorm,fosinopril
1363749,Fosinopril,50166,RxNorm,fosinopril
40163754,Fosinopril Sodium 10 MG Oral Tablet [Monopril],857171,RxNorm,fosinopril
40163764,Fosinopril Sodium 40 MG Oral Tablet,857187,RxNorm,fosinopril
40163753,Fosinopril Sodium 10 MG Oral Tablet,857169,RxNorm,fosinopril
36224603,Fosinopril Pill,1162677,RxNorm,fosinopril
40039229,Fosinopril Oral Tablet [Monopril],367691,RxNorm,fosinopril
40163768,Fosinopril Sodium 5 MG Oral Tablet,857195,RxNorm,fosinopril
36238819,Monopril-HCT Pill,1182235,RxNorm,fosinopril
40163751,Fosinopril Sodium 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Monopril-HCT],857182,RxNorm,fosinopril
40163758,Fosinopril Sodium 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Monopril-HCT],857178,RxNorm,fosinopril
40163760,Fosinopril Sodium 20 MG Oral Tablet,857183,RxNorm,fosinopril
40039209,Fosinopril / Hydrochlorothiazide Oral Tablet,372273,RxNorm,fosinopril
36238820,Monopril-HCT Oral Product,1182236,RxNorm,fosinopril
40163750,Fosinopril Sodium 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,857166,RxNorm,fosinopril
40163749,Fosinopril Sodium 10 MG,857165,RxNorm,fosinopril
40163762,Fosinopril Sodium 20 MG [Monopril],857184,RxNorm,fosinopril
36238818,Monopril Pill,1182233,RxNorm,fosinopril
40163748,Fosinopril / Hydrochlorothiazide Oral Tablet [Monopril-HCT],857177,RxNorm,fosinopril
40163766,Fosinopril Sodium 40 MG [Monopril],857188,RxNorm,fosinopril
40039228,Fosinopril Oral Tablet,372274,RxNorm,fosinopril
40163761,Fosinopril Sodium 20 MG Oral Tablet [Monopril],857185,RxNorm,fosinopril
40163765,Fosinopril Sodium 40 MG Oral Tablet [Monopril],857189,RxNorm,fosinopril
40163763,Fosinopril Sodium 40 MG,857186,RxNorm,fosinopril
40163767,Fosinopril Sodium 5 MG,857194,RxNorm,fosinopril
40163759,Fosinopril Sodium 20 MG / Hydrochlorothiazide 12.5 MG [Monopril-HCT],857176,RxNorm,fosinopril
36238817,Monopril Oral Product,1182232,RxNorm,fosinopril
36224602,Fosinopril Oral Product,1162676,RxNorm,fosinopril
36224601,Fosinopril / Hydrochlorothiazide Pill,1162675,RxNorm,fosinopril
45775539,fosinoprilat,1546393,RxNorm,fosinopril
40163757,Fosinopril Sodium 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,857174,RxNorm,fosinopril
40163751,Fosinopril Sodium 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Monopril-HCT],857182,RxNorm,fosinopril
40163758,Fosinopril Sodium 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Monopril-HCT],857178,RxNorm,fosinopril
40039209,Fosinopril / Hydrochlorothiazide Oral Tablet,372273,RxNorm,fosinopril
40163750,Fosinopril Sodium 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,857166,RxNorm,fosinopril
40163748,Fosinopril / Hydrochlorothiazide Oral Tablet [Monopril-HCT],857177,RxNorm,fosinopril
40163754,Fosinopril Sodium 10 MG Oral Tablet [Monopril],857171,RxNorm,fosinopril
40163764,Fosinopril Sodium 40 MG Oral Tablet,857187,RxNorm,fosinopril
40163753,Fosinopril Sodium 10 MG Oral Tablet,857169,RxNorm,fosinopril
40039229,Fosinopril Oral Tablet [Monopril],367691,RxNorm,fosinopril
40163768,Fosinopril Sodium 5 MG Oral Tablet,857195,RxNorm,fosinopril
40163760,Fosinopril Sodium 20 MG Oral Tablet,857183,RxNorm,fosinopril
40039228,Fosinopril Oral Tablet,372274,RxNorm,fosinopril
40163761,Fosinopril Sodium 20 MG Oral Tablet [Monopril],857185,RxNorm,fosinopril
40163765,Fosinopril Sodium 40 MG Oral Tablet [Monopril],857189,RxNorm,fosinopril
19101751,imidapril 10 MG Oral Tablet,389184,RxNorm,imidapril
19101750,imidapril 5 MG Oral Tablet,389183,RxNorm,imidapril
19102051,imidapril 20 MG,393441,RxNorm,imidapril
40056578,imidapril Oral Tablet,393442,RxNorm,imidapril
19101749,imidapril 20 MG Oral Tablet,389182,RxNorm,imidapril
19102053,imidapril 10 MG,393444,RxNorm,imidapril
36224214,imidapril Oral Product,1160681,RxNorm,imidapril
19102052,imidapril 5 MG,393443,RxNorm,imidapril
36224215,imidapril Pill,1160682,RxNorm,imidapril
19122327,imidapril,60245,RxNorm,imidapril
19101751,imidapril 10 MG Oral Tablet,389184,RxNorm,imidapril
19101750,imidapril 5 MG Oral Tablet,389183,RxNorm,imidapril
40056578,imidapril Oral Tablet,393442,RxNorm,imidapril
19101749,imidapril 20 MG Oral Tablet,389182,RxNorm,imidapril
19078080,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,310792,RxNorm,irbesartan
40155320,Hydrochlorothiazide / irbesartan Oral Tablet [Avalide],823937,RxNorm,irbesartan
974828,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide],823942,RxNorm,irbesartan
974827,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide],823938,RxNorm,irbesartan
40045119,Hydrochlorothiazide / irbesartan Oral Tablet,370705,RxNorm,irbesartan
974826,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],823934,RxNorm,irbesartan
19078101,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,310793,RxNorm,irbesartan
974677,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,485471,RxNorm,irbesartan
36229368,Avapro Pill,1175670,RxNorm,irbesartan
40057368,irbesartan Oral Tablet [Avapro],379722,RxNorm,irbesartan
19132999,Hydrochlorothiazide 25 MG / irbesartan 300 MG [Avalide],823940,RxNorm,irbesartan
19042651,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG [Avalide],823932,RxNorm,irbesartan
36226608,irbesartan Oral Product,1161332,RxNorm,irbesartan
19078080,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,310792,RxNorm,irbesartan
40155320,Hydrochlorothiazide / irbesartan Oral Tablet [Avalide],823937,RxNorm,irbesartan
36235579,Avalide Oral Product,1175010,RxNorm,irbesartan
974828,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide],823942,RxNorm,irbesartan
36235580,Avalide Pill,1175011,RxNorm,irbesartan
19081558,irbesartan 150 MG,316098,RxNorm,irbesartan
19023616,irbesartan 300 MG [Avapro],565356,RxNorm,irbesartan
974827,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide],823938,RxNorm,irbesartan
19023615,irbesartan 150 MG [Avapro],565355,RxNorm,irbesartan
40045119,Hydrochlorothiazide / irbesartan Oral Tablet,370705,RxNorm,irbesartan
974826,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],823934,RxNorm,irbesartan
19022947,irbesartan 75 MG Oral Tablet,200094,RxNorm,irbesartan
19022949,irbesartan 300 MG Oral Tablet,200096,RxNorm,irbesartan
19081560,irbesartan 75 MG,316100,RxNorm,irbesartan
19078101,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,310793,RxNorm,irbesartan
36226829,irbesartan Pill,1161333,RxNorm,irbesartan
19081559,irbesartan 300 MG,316099,RxNorm,irbesartan
1347384,irbesartan,83818,RxNorm,irbesartan
1347385,irbesartan 75 MG Oral Tablet [Avapro],153665,RxNorm,irbesartan
36225136,Hydrochlorothiazide / irbesartan Oral Product,1162156,RxNorm,irbesartan
36225137,Hydrochlorothiazide / irbesartan Pill,1162157,RxNorm,irbesartan
1347386,irbesartan 150 MG Oral Tablet [Avapro],153666,RxNorm,irbesartan
1347387,irbesartan 300 MG Oral Tablet [Avapro],153667,RxNorm,irbesartan
19023614,irbesartan 75 MG [Avapro],565354,RxNorm,irbesartan
36229367,Avapro Oral Product,1175669,RxNorm,irbesartan
40057367,irbesartan Oral Tablet,370704,RxNorm,irbesartan
19022948,irbesartan 150 MG Oral Tablet,200095,RxNorm,irbesartan
19042653,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG [Avalide],823936,RxNorm,irbesartan
974677,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,485471,RxNorm,irbesartan
40057368,irbesartan Oral Tablet [Avapro],379722,RxNorm,irbesartan
19022947,irbesartan 75 MG Oral Tablet,200094,RxNorm,irbesartan
19022949,irbesartan 300 MG Oral Tablet,200096,RxNorm,irbesartan
1347385,irbesartan 75 MG Oral Tablet [Avapro],153665,RxNorm,irbesartan
1347386,irbesartan 150 MG Oral Tablet [Avapro],153666,RxNorm,irbesartan
1347387,irbesartan 300 MG Oral Tablet [Avapro],153667,RxNorm,irbesartan
40057367,irbesartan Oral Tablet,370704,RxNorm,irbesartan
19022948,irbesartan 150 MG Oral Tablet,200095,RxNorm,irbesartan
19003126,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Carace Plus],103966,RxNorm,lisinopril
40155308,Hydrochlorothiazide / Lisinopril Oral Tablet [Zestoretic],823970,RxNorm,lisinopril
19113826,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinize],541946,RxNorm,lisinopril
974200,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet,197886,RxNorm,lisinopril
19037084,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207963,RxNorm,lisinopril
40044817,Hydrochlorothiazide / Lisinopril Oral Tablet,372613,RxNorm,lisinopril
40115015,Hydrochlorothiazide / Lisinopril Oral Tablet [Prinize],541945,RxNorm,lisinopril
974852,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Zestoretic],823971,RxNorm,lisinopril
974853,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic],823982,RxNorm,lisinopril
19037083,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Prinzide],207961,RxNorm,lisinopril
974199,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet,197885,RxNorm,lisinopril
40044818,Hydrochlorothiazide / Lisinopril Oral Tablet [Carace Plus],369397,RxNorm,lisinopril
974201,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet,197887,RxNorm,lisinopril
19037085,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207965,RxNorm,lisinopril
40044819,Hydrochlorothiazide / Lisinopril Oral Tablet [Prinzide],369303,RxNorm,lisinopril
974854,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Zestoretic],823986,RxNorm,lisinopril
40221245,Lisinopril 1 MG/ML [Qbrelis],1806886,RxNorm,lisinopril
36221121,Lisinopril Oral Product,1164689,RxNorm,lisinopril
19113825,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG [Prinize],541944,RxNorm,lisinopril
40221242,Lisinopril Oral Solution,1806883,RxNorm,lisinopril
40221247,Qbrelis Oral Liquid Product,1806888,RxNorm,lisinopril
40000502,Lisinopril Oral Tablet [Zestril],368248,RxNorm,lisinopril
1308304,Lisinopril 10 MG,316151,RxNorm,lisinopril
36221122,Lisinopril Pill,1164690,RxNorm,lisinopril
40000499,Lisinopril Oral Tablet,372614,RxNorm,lisinopril
19003126,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Carace Plus],103966,RxNorm,lisinopril
36228868,Prinzide Oral Product,1178914,RxNorm,lisinopril
19047473,Lisinopril 2.5 MG [Prinivil],567574,RxNorm,lisinopril
36224291,Hydrochlorothiazide / Lisinopril Oral Product,1162124,RxNorm,lisinopril
19038726,Lisinopril 10 MG [Zestril],563611,RxNorm,lisinopril
19042713,Hydrochlorothiazide 25 MG / Lisinopril 20 MG [Zestoretic],823969,RxNorm,lisinopril
19038728,Lisinopril 40 MG [Zestril],567582,RxNorm,lisinopril
36233927,Carace Oral Product,1173676,RxNorm,lisinopril
19033405,Lisinopril 10 MG Oral Tablet [Prinivil],206765,RxNorm,lisinopril
40155308,Hydrochlorothiazide / Lisinopril Oral Tablet [Zestoretic],823970,RxNorm,lisinopril
19117560,Lisinopril 5 MG [Carace],565845,RxNorm,lisinopril
19033404,Lisinopril 5 MG Oral Tablet [Prinivil],206764,RxNorm,lisinopril
36239006,Zestoretic Oral Product,1187277,RxNorm,lisinopril
19047475,Lisinopril 10 MG [Prinivil],567576,RxNorm,lisinopril
19025234,Lisinopril 10 MG Oral Tablet [Carace],201381,RxNorm,lisinopril
36231813,Prinivil Pill,1178276,RxNorm,lisinopril
40221240,Lisinopril 1 MG/ML,1806881,RxNorm,lisinopril
40000501,Lisinopril Oral Tablet [Prinivil],368865,RxNorm,lisinopril
36231814,Prinize Oral Product,1178277,RxNorm,lisinopril
36228869,Prinzide Pill,1178915,RxNorm,lisinopril
19115736,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG [Carace Plus],563471,RxNorm,lisinopril
40221246,Lisinopril Oral Solution [Qbrelis],1806887,RxNorm,lisinopril
19113826,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinize],541946,RxNorm,lisinopril
19003852,Lisinopril 20 MG Oral Tablet [Zestril],104378,RxNorm,lisinopril
19033409,Lisinopril 40 MG Oral Tablet [Prinivil],206770,RxNorm,lisinopril
19078353,Hydrochlorothiazide 25 MG / Lisinopril 20 MG [Prinzide],568696,RxNorm,lisinopril
974200,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet,197886,RxNorm,lisinopril
40044817,Hydrochlorothiazide / Lisinopril Oral Tablet,372613,RxNorm,lisinopril
19037084,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207963,RxNorm,lisinopril
19078351,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG [Prinzide],568692,RxNorm,lisinopril
19033403,Lisinopril 2.5 MG Oral Tablet [Prinivil],206763,RxNorm,lisinopril
19038727,Lisinopril 20 MG [Zestril],563612,RxNorm,lisinopril
19117562,Lisinopril 20 MG [Carace],565847,RxNorm,lisinopril
1308305,Lisinopril 2.5 MG,316152,RxNorm,lisinopril
36233928,Carace Pill,1173677,RxNorm,lisinopril
19025235,Lisinopril 20 MG Oral Tablet [Carace],201382,RxNorm,lisinopril
1308306,Lisinopril 20 MG,316153,RxNorm,lisinopril
19120321,Lisinopril 30 MG [Zestril],573370,RxNorm,lisinopril
36231815,Prinize Pill,1178278,RxNorm,lisinopril
19003830,Lisinopril 5 MG Oral Tablet [Zestril],104376,RxNorm,lisinopril
36239008,Zestril Oral Product,1187283,RxNorm,lisinopril
19003851,Lisinopril 10 MG Oral Tablet [Zestril],104377,RxNorm,lisinopril
36233929,Carace Plus Oral Product,1173678,RxNorm,lisinopril
40221248,Qbrelis Oral Product,1806889,RxNorm,lisinopril
40115015,Hydrochlorothiazide / Lisinopril Oral Tablet [Prinize],541945,RxNorm,lisinopril
19003829,Lisinopril 2.5 MG Oral Tablet [Zestril],104375,RxNorm,lisinopril
40221241,Lisinopril Oral Liquid Product,1806882,RxNorm,lisinopril
19117561,Lisinopril 10 MG [Carace],565846,RxNorm,lisinopril
19115846,Lisinopril 2.5 MG [Zestril],563609,RxNorm,lisinopril
974852,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Zestoretic],823971,RxNorm,lisinopril
1308216,Lisinopril,29046,RxNorm,lisinopril
974853,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic],823982,RxNorm,lisinopril
19080129,Lisinopril 20 MG Oral Tablet,314077,RxNorm,lisinopril
1308307,Lisinopril 30 MG,316154,RxNorm,lisinopril
36224292,Hydrochlorothiazide / Lisinopril Pill,1162125,RxNorm,lisinopril
19133002,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG [Zestoretic],823980,RxNorm,lisinopril
40221249,Lisinopril 1 MG/ML Oral Solution [Qbrelis],1806890,RxNorm,lisinopril
19080128,Lisinopril 10 MG Oral Tablet,314076,RxNorm,lisinopril
19033406,Lisinopril 20 MG Oral Tablet [Prinivil],206766,RxNorm,lisinopril
40000500,Lisinopril Oral Tablet [Carace],368484,RxNorm,lisinopril
36233930,Carace Plus Pill,1173679,RxNorm,lisinopril
1308251,Lisinopril 5 MG Oral Tablet,311354,RxNorm,lisinopril
19047477,Lisinopril 40 MG [Prinivil],567581,RxNorm,lisinopril
19025232,Lisinopril 2.5 MG Oral Tablet [Carace],201379,RxNorm,lisinopril
19037083,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Prinzide],207961,RxNorm,lisinopril
974199,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet,197885,RxNorm,lisinopril
1308308,Lisinopril 40 MG,316155,RxNorm,lisinopril
40044818,Hydrochlorothiazide / Lisinopril Oral Tablet [Carace Plus],369397,RxNorm,lisinopril
1308249,Lisinopril 30 MG Oral Tablet [Zestril],213482,RxNorm,lisinopril
19033410,Lisinopril 40 MG Oral Tablet [Zestril],206771,RxNorm,lisinopril
19078352,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG [Prinzide],568694,RxNorm,lisinopril
40221243,Lisinopril 1 MG/ML Oral Solution,1806884,RxNorm,lisinopril
36231812,Prinivil Oral Product,1178275,RxNorm,lisinopril
36239007,Zestoretic Pill,1187278,RxNorm,lisinopril
1308221,Lisinopril 40 MG Oral Tablet,197884,RxNorm,lisinopril
19025233,Lisinopril 5 MG Oral Tablet [Carace],201380,RxNorm,lisinopril
19117559,Lisinopril 2.5 MG [Carace],565844,RxNorm,lisinopril
19115847,Lisinopril 5 MG [Zestril],563610,RxNorm,lisinopril
974201,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet,197887,RxNorm,lisinopril
19037085,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet [Prinzide],207965,RxNorm,lisinopril
36239009,Zestril Pill,1187284,RxNorm,lisinopril
19029027,Lisinopril 30 MG Oral Tablet,205326,RxNorm,lisinopril
40044819,Hydrochlorothiazide / Lisinopril Oral Tablet [Prinzide],369303,RxNorm,lisinopril
19042717,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG [Zestoretic],823984,RxNorm,lisinopril
1308250,Lisinopril 2.5 MG Oral Tablet,311353,RxNorm,lisinopril
19047476,Lisinopril 20 MG [Prinivil],567577,RxNorm,lisinopril
19047474,Lisinopril 5 MG [Prinivil],567575,RxNorm,lisinopril
1308309,Lisinopril 5 MG,316156,RxNorm,lisinopril
974854,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Zestoretic],823986,RxNorm,lisinopril
40221242,Lisinopril Oral Solution,1806883,RxNorm,lisinopril
40221246,Lisinopril Oral Solution [Qbrelis],1806887,RxNorm,lisinopril
40221249,Lisinopril 1 MG/ML Oral Solution [Qbrelis],1806890,RxNorm,lisinopril
40221243,Lisinopril 1 MG/ML Oral Solution,1806884,RxNorm,lisinopril
40000502,Lisinopril Oral Tablet [Zestril],368248,RxNorm,lisinopril
40000499,Lisinopril Oral Tablet,372614,RxNorm,lisinopril
19033405,Lisinopril 10 MG Oral Tablet [Prinivil],206765,RxNorm,lisinopril
19033404,Lisinopril 5 MG Oral Tablet [Prinivil],206764,RxNorm,lisinopril
19025234,Lisinopril 10 MG Oral Tablet [Carace],201381,RxNorm,lisinopril
40000501,Lisinopril Oral Tablet [Prinivil],368865,RxNorm,lisinopril
19003852,Lisinopril 20 MG Oral Tablet [Zestril],104378,RxNorm,lisinopril
19033409,Lisinopril 40 MG Oral Tablet [Prinivil],206770,RxNorm,lisinopril
19033403,Lisinopril 2.5 MG Oral Tablet [Prinivil],206763,RxNorm,lisinopril
19025235,Lisinopril 20 MG Oral Tablet [Carace],201382,RxNorm,lisinopril
19003830,Lisinopril 5 MG Oral Tablet [Zestril],104376,RxNorm,lisinopril
19003851,Lisinopril 10 MG Oral Tablet [Zestril],104377,RxNorm,lisinopril
19003829,Lisinopril 2.5 MG Oral Tablet [Zestril],104375,RxNorm,lisinopril
19080129,Lisinopril 20 MG Oral Tablet,314077,RxNorm,lisinopril
19080128,Lisinopril 10 MG Oral Tablet,314076,RxNorm,lisinopril
19033406,Lisinopril 20 MG Oral Tablet [Prinivil],206766,RxNorm,lisinopril
40000500,Lisinopril Oral Tablet [Carace],368484,RxNorm,lisinopril
1308251,Lisinopril 5 MG Oral Tablet,311354,RxNorm,lisinopril
19025232,Lisinopril 2.5 MG Oral Tablet [Carace],201379,RxNorm,lisinopril
