concept_class_id,concept_code,concept_id,concept_name,domain_id,standard_concept,valid_end_date,valid_state_date,vocabulary_id
LOINC Hierarchy,LP28880-0,36206162,Respiratory syncytial virus B,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258403-7,36206426,Influenza virus A H15 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,72767-7,43055601,Influenza virus A hemagglutinin segment sequence identifier,Measurement,S,12/31/99,12/28/12,LOINC
Lab Test,24223-0,3014121,Parainfluenza virus 3 Ab [Titer] in Serum by Complement fixation --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,33390-6,3029436,Respiratory syncytial virus Ab [Presence] in Serum,Measurement,S,12/31/99,12/10/02,LOINC
Lab Test,9534-9,3020438,Influenza virus B Ab [Titer] in Cerebral spinal fluid,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260097-3,36209984,Influenza virus A H1 | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,82176-9,21493342,Respiratory syncytial virus RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,29414-0,3002150,Parainfluenza virus 3 Ab [Titer] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP65674-1,40774818,Influenza virus A polymerase,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,86317-5,36203942,Influenza virus A H1 2009 pandemic RNA [Cycle Threshold #] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,44558-5,3045936,Influenza virus A Ag [Presence] in Nasopharynx by Immunofluorescence,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,7928-5,3005846,Influenza virus A Texas Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
LOINC Hierarchy,LP259160-2,36208688,Influenza virus A H1 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,41138-9,3042330,Influenza virus A N5 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,7993-9,3025023,Rhinovirus RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,76079-3,46235758,Influenza virus B RNA [Presence] in Bronchoalveolar lavage by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
Lab Test,44560-1,3044123,Influenza virus A Ag [Presence] in Nose by Immunofluorescence,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,26855-7,3004443,Parainfluenza virus Ab [Titer] in Serum by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP39277-6,40786467,Parainfluenza virus identified,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,85802-7,36203602,Influenza virus A H1 Ag [Titer] in Isolate by Hemagglutination inhibition,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,60254-0,40763309,Parainfluenza virus 1+2+3 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP100946-5,40778764,Influenza virus A subtype | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260028-8,36209433,Influenza virus B Victoria lineage | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,80592-9,21493379,Parainfluenza virus 1 F gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,38395-0,3051190,Parainfluenza virus 1 Ag [Presence] in Nasopharynx by Immunofluorescence,Measurement,S,12/31/99,9/16/04,LOINC
Lab Test,7924-4,3010436,Influenza virus A Leningrad Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,15393-2,3001348,Parainfluenza virus 2 IgM Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257871-6,36207440,Influenza virus A Bangkok | Cerebral spinal fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,51460-4,3029319,Influenza virus A H16 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,76078-5,46235757,Influenza virus A RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
Lab Test,47453-6,3052545,Influenza virus A H4 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258411-0,36207797,Influenza virus A H9 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,45279-7,3045241,Influenza virus A+B Ab [Presence] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,44578-3,3043887,Influenza virus C Ab [Presence] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,74039-9,44786696,Influenza virus A H3 RNA [Cycle Threshold #] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/13/13,LOINC
Lab Test,15395-7,3035112,Parainfluenza virus 3 IgM Ab [Presence] in Serum,Measurement,S,12/31/99,3/19/98,LOINC
Lab Test,80598-6,21493385,Respiratory syncytial virus B F gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,70017-9,42868506,Parainfluenza virus 1+2+3+4 IgM Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,1/19/12,LOINC
Lab Test,31551-5,3010448,Parainfluenza virus 2 IgM Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,49713-1,3030125,Parainfluenza virus Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,8/10/07,LOINC
Lab Test,72356-9,43054990,Influenza virus A and B Ag [Identifier] in Unspecified specimen by Rapid immunoassay,Measurement,S,12/31/99,9/26/12,LOINC
Lab Test,60417-3,40763472,Parainfluenza virus 2 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/13/10,LOINC
Lab Test,43839-0,3045344,Influenza virus B IgG Ab [Presence] in Serum,Measurement,S,12/31/99,2/20/06,LOINC
Lab Test,40986-2,3039228,Parainfluenza virus 4 Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,5/6/05,LOINC
Lab Test,29366-2,3003894,Parainfluenza virus 1 Ab [Titer] in Body fluid by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,6640-7,3018389,Influenza virus A Phillipines Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
Lab Test,38271-3,3036420,Influenza virus A H6 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,48509-4,3048504,Influenza virus A and B RNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,2/19/07,LOINC
Lab Test,41135-5,3041756,Influenza virus A N8 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,24290-9,3037538,Influenza virus A Ab [Titer] in Serum --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258322-9,36205293,Parainfluenza virus 1+2+3 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,24220-6,3036526,Parainfluenza virus 2 Ab [Titer] in Serum by Complement fixation --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260075-9,36205257,Influenza virus B | Bronchoalveolar lavage,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,44573-4,3046445,Influenza virus B Ag [Presence] in Nose by Immunofluorescence,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,57329-5,40760448,Influenza virus B IgM Ab [Units/volume] in Serum by Immunoassay --2nd specimen,Measurement,S,12/31/99,10/6/09,LOINC
LOINC Hierarchy,LP258398-9,36209420,Influenza virus A H10 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,46200-2,3043593,Parainfluenza virus 3 Ab [Presence] in Cerebral spinal fluid,Measurement,S,12/31/99,6/1/06,LOINC
Lab Test,43852-3,3046180,Influenza virus B IgA Ab [Presence] in Serum,Measurement,S,12/31/99,2/20/06,LOINC
Lab Test,6437-8,3012646,Influenza virus A+B Ag [Presence] in Unspecified specimen by Immunoassay,Measurement,S,12/31/99,12/21/95,LOINC
LOINC Hierarchy,LP216070-5,21496439,Respiratory syncytial virus B F gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,6639-9,3007524,Influenza virus A Bangkok Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
Lab Test,85479-4,36203323,Respiratory syncytial virus RNA [Presence] in Upper respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
LOINC Hierarchy,LP258526-5,36207427,Human metapneumovirus | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,44567-6,3044408,Influenza virus A+B Ag [Presence] in Nose,Measurement,S,12/31/99,3/9/06,LOINC
LOINC Hierarchy,LP260215-1,36206135,Influenza virus A | Respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,77391-1,46236092,Parainfluenza virus 2 Ag [Presence] in Nasopharynx by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
LOINC Hierarchy,LP260219-3,36209432,Influenza virus B Yamagata lineage | Respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP94776-9,40775284,Influenza virus A H1 2009 pandemic,Observation,C,12/31/99,1/1/70,LOINC
Lab Test,24289-1,3015083,Influenza virus A Ab [Titer] in Serum --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260076-7,36204631,Parainfluenza virus 2 | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,68966-1,40771500,Respiratory syncytial virus Ag [Presence] in Nasopharynx by Immunoassay,Measurement,S,12/31/99,9/30/11,LOINC
Lab Test,24218-0,3008529,Influenza virus B Ab [Titer] in Serum by Complement fixation --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,77024-8,46236734,Human metapneumovirus RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,5870-1,3011598,Parainfluenza virus 2 Ag [Presence] in Throat by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257597-7,36210005,Parainfluenza virus | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259796-3,36206129,Influenza virus A Texas | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257828-6,36206149,Parainfluenza virus 1 | Throat,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47458-5,3051658,Influenza virus A H9 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,51466-1,3029968,Parainfluenza virus 1+2+3 Ab [Titer] in Serum,Measurement,S,12/31/99,11/14/07,LOINC
Lab Test,49075-5,3050404,Influenza virus A IgM Ab [Mass/volume] in Cerebral spinal fluid,Measurement,S,12/31/99,5/4/07,LOINC
LOINC Hierarchy,LP258902-8,36209429,Influenza virus A+B | Body fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,29359-7,3018491,Parainfluenza virus 2 Ab [Titer] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,17015-9,3016413,Influenza virus B IgG Ab [Units/volume] in Serum,Measurement,S,12/31/99,6/4/98,LOINC
Lab Test,44559-3,3042763,Influenza virus A Ag [Presence] in Bronchial specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,22365-1,3005117,Influenza virus A Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,49525-9,3032174,Influenza virus A H5 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP14239-5,40779129,Influenza virus A,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,11262-3,3009569,Parainfluenza virus 3 IgG Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258416-9,36209988,Influenza virus A N5 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP42545-1,40776668,Parainfluenza virus Ag | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257659-5,36205269,Parainfluenza virus 1 | Body fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,13327-2,3002962,Parainfluenza virus Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,9/3/97,LOINC
Lab Test,22367-7,3002853,Influenza virus B Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,43204-7,3042986,Parainfluenza virus 2 Ab [Units/volume] in Cerebral spinal fluid,Measurement,S,12/31/99,12/13/05,LOINC
Lab Test,44557-7,3046085,Influenza virus A Ab [Presence] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,29368-8,3006365,Parainfluenza virus 3 Ab [Titer] in Body fluid by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,5873-5,3009449,Parainfluenza virus 3 Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258840-0,36207799,Influenza virus A | Bronchial,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP65710-3,36208701,Influenza virus A polymerase B2 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,22828-8,3036018,Influenza virus A subtype [Identifier] in Unspecified specimen by Immune diffusion (ID),Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,5864-4,3024940,Influenza virus B Ag [Presence] in Throat by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,49073-0,3048553,Influenza virus A IgG Ab [Mass/volume] in Cerebral spinal fluid,Measurement,S,12/31/99,5/4/07,LOINC
Lab Test,60267-2,40763322,Influenza virus C RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/8/10,LOINC
LOINC Hierarchy,LP51471-8,40780976,Influenza virus B | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31555-6,3005252,Parainfluenza virus Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP259159-4,36204603,Influenza virus A H1 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,85477-8,36203321,Influenza virus A RNA [Presence] in Upper respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,24298-2,3017654,Respiratory syncytial virus Ab [Titer] in Serum --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,50696-4,3032160,Influenza virus A Ab [Identifier] in Serum by Neutralization test,Measurement,S,12/31/99,10/16/07,LOINC
LOINC Hierarchy,LP260221-9,36206139,Influenza virus B Victoria lineage | Respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,41010-0,3038297,Parainfluenza virus 4 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/9/05,LOINC
Lab Test,31570-5,3003146,Porcine influenza virus A Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP256082-1,36207812,Parainfluenza virus 3 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,24299-0,3018189,Respiratory syncytial virus Ab [Titer] in Serum --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,22439-4,3002987,Parainfluenza virus 3 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,80382-5,21492988,Influenza virus A Ag [Presence] in Nasopharynx by Rapid immunoassay,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,86567-5,36204257,Influenza virus A IgM Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,22438-6,3000189,Parainfluenza virus 2 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,31923-6,3009629,Parainfluenza virus 1 Ag [Presence] in Throat,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP179034-6,44787589,Influenza virus A hemagglutinin segment sequence identifier | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,86568-3,36204258,Influenza virus A RNA [Presence] in Cerebral spinal fluid by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,24296-6,3008394,Parainfluenza virus 3 Ab [Titer] in Serum --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35704-3,40776333,Parainfluenza virus 4,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,6642-3,3014871,Influenza virus A Leningrad Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
Lab Test,56024-3,40759145,Influenza virus A N1 RNA [Units/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,6/25/09,LOINC
Lab Test,53254-9,3041665,Parainfluenza virus 3 RNA [#/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/15/08,LOINC
Lab Test,82167-8,21493333,Influenza virus A H1 RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP260531-1,36207789,Influenza virus A RNA TCID50 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,82174-4,21493340,Parainfluenza virus 4 RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,50692-3,3030796,Parainfluenza virus 1+2+3 Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,10/16/07,LOINC
Lab Test,77023-0,46234983,Respiratory syncytial virus B RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,47455-1,3048434,Influenza virus A H6 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,85821-7,36203621,Influenza virus B Victoria lineage Ag [Presence] in Isolate by Hemagglutination inhibition,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,55099-6,40758229,Parainfluenza virus 3 [Presence] in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,2/4/09,LOINC
Lab Test,29646-7,3037213,Parainfluenza virus 2 IgM Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,5/15/01,LOINC
Lab Test,44566-8,3045609,Influenza virus A+B Ag [Presence] in Bronchial specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259792-2,36207439,Influenza virus A Hong Kong | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,38182-2,3035523,Parainfluenza virus 1 IgG Ab [Units/volume] in Serum,Measurement,S,12/31/99,6/24/04,LOINC
LOINC Hierarchy,LP257820-3,36206137,Influenza virus A+B | Throat,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260165-8,36206434,Influenza virus A and B | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260027-0,36205255,Influenza virus B lineage | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,9535-6,3005443,Influenza virus B IgG Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35183-0,40786313,Influenza virus A N1,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47314-0,3051600,Influenza virus B IgG Ab [Units/volume] in Serum by Immunoassay,Measurement,S,12/31/99,11/8/06,LOINC
Lab Test,81428-5,21493425,Influenza virus A H7 Eurasia RNA [Presence] in Respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,39102-9,3042355,Influenza virus A hemagglutinin cDNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,2/24/05,LOINC
Lab Test,86318-3,36203943,Influenza virus B Yamagata lineage Ag [Presence] in Isolate by Hemagglutination inhibition,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,24291-7,3037837,Influenza virus B Ab [Titer] in Serum --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258402-9,36205246,Influenza virus A H14 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,7925-1,3015935,Influenza virus A Mississippi Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,77605-4,46236326,Influenza virus A H5 icA RNA [Cycle Threshold #] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/28/15,LOINC
Lab Test,7921-0,3028066,Influenza virus A Bangkok Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
LOINC Hierarchy,LP259799-7,36209982,Influenza virus A Mississippi | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257691-8,36208708,Influenza virus C | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,41405-2,3034339,Parainfluenza virus 2 IgG Ab [Units/volume] in Serum by Immunoassay,Measurement,S,12/31/99,6/16/05,LOINC
Lab Test,49531-7,3032475,Influenza virus A RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/6/07,LOINC
Lab Test,81309-7,21495067,Influenza virus B RNA [Cycle Threshold #] in Respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,24297-4,3017108,Parainfluenza virus 3 Ab [Titer] in Serum --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257830-2,36204632,Parainfluenza virus 3 | Throat,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,81325-3,21492889,Influenza virus B Yamagata lineage RNA [Cycle Threshold #] in Respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,60416-5,40763471,Parainfluenza virus 3 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/13/10,LOINC
LOINC Hierarchy,LP39281-8,40796294,Parainfluenza virus 1 Ag,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31552-3,3015945,Parainfluenza virus 3 Ab [Units/volume] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,7979-8,3027234,Parainfluenza virus 2 Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
LOINC Hierarchy,LP257377-4,36209991,Influenza virus A+B | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,9573-7,3016656,Respiratory syncytial virus IgG Ab [Titer] in Serum by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,24217-2,3018055,Influenza virus B Ab [Titer] in Serum by Complement fixation --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP43130-1,40773389,Respiratory syncytial virus | Nose,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP64570-2,40784805,Influenza virus A Hemagglutinin | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5874-3,3023609,Respiratory syncytial virus Ag [Presence] in Throat by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,86571-7,36204261,Influenza virus B RNA [Presence] in Cerebral spinal fluid by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
LOINC Hierarchy,LP260093-2,36206465,Respiratory syncytial virus A | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP216066-3,21496511,Parainfluenza virus 3 NP gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260509-7,36208707,Influenza virus B | Upper respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,40987-0,3043924,Respiratory syncytial virus RNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260099-9,36209424,Influenza virus A H1 2009 pandemic | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,44575-9,3046253,Influenza virus B Ag [Presence] in Nose by Immunoassay,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,74784-0,44816682,Influenza virus B lineage RNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,4/15/14,LOINC
LOINC Hierarchy,LP259938-1,36205252,Influenza virus A and B | Nose,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,68987-7,40771513,Influenza virus A H5b RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,9/30/11,LOINC
Lab Test,39537-6,3040740,Influenza virus B Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,3/10/05,LOINC
Lab Test,24222-2,3013816,Parainfluenza virus 3 Ab [Titer] in Serum by Complement fixation --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259589-2,36206461,Parainfluenza virus 4 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,7978-0,3025861,Parainfluenza virus 1 Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,7991-3,3028491,Respiratory syncytial virus IgG Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
LOINC Hierarchy,LP260111-2,36209444,Parainfluenza virus 1 | Bronchoalveolar lavage,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,7930-1,3011115,Influenza virus A+B Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,44574-2,3042913,Influenza virus B Ag [Presence] in Trachea by Immunofluorescence,Measurement,S,12/31/99,3/9/06,LOINC
LOINC Hierarchy,LP258686-7,36208717,Parainfluenza virus 3 | Cerebral spinal fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47449-4,3051644,Influenza virus A H14 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP216062-2,21497655,Influenza virus A H3 HA gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258844-2,36205254,Influenza virus A+B | Nose,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,44571-8,3046769,Influenza virus B Ag [Presence] in Nasopharynx by Immunofluorescence,Measurement,S,12/31/99,3/9/06,LOINC
LOINC Hierarchy,LP100206-4,36207791,Influenza virus A hemagglutinin type,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,55097-0,40758227,Parainfluenza virus 1 [Presence] in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,2/4/09,LOINC
Lab Test,80589-5,21493376,Influenza virus A H1 HA gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,82165-2,21493149,Human metapneumovirus RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP258419-3,36204611,Influenza virus A N8 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
