concept_id,concept_code,concept_name,vocabulary,codeset
43043905,OMOP4858917,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43614294,OMOP847131,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Fresenius,RxNorm Extension,iv_fluids
43812330,OMOP847294,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 25,RxNorm Extension,iv_fluids
21157956,OMOP328282,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 30,RxNorm Extension,iv_fluids
35415421,OMOP1149006,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 30 by Baxter,RxNorm Extension,iv_fluids
43776260,OMOP847132,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 30 by Fresenius,RxNorm Extension,iv_fluids
21059610,OMOP328283,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 30 by Maco,RxNorm Extension,iv_fluids
43866600,OMOP847295,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 35,RxNorm Extension,iv_fluids
43722236,OMOP847134,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 35 by Fresenius,RxNorm Extension,iv_fluids
43668598,OMOP847296,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 40,RxNorm Extension,iv_fluids
43794156,OMOP847136,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 40 by Fresenius,RxNorm Extension,iv_fluids
43722244,OMOP847292,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5,RxNorm Extension,iv_fluids
43758249,OMOP847128,250 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5 by Fresenius,RxNorm Extension,iv_fluids
21108748,OMOP328273,250 ML Sodium Chloride 9 MG/ML Injectable Solution by A A H,RxNorm Extension,iv_fluids
43596356,OMOP847358,250 ML Sodium Chloride 9 MG/ML Injectable Solution by AlleMan,RxNorm Extension,iv_fluids
21128255,OMOP328272,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Baxter,RxNorm Extension,iv_fluids
43776273,OMOP847335,250 ML Sodium Chloride 9 MG/ML Injectable Solution by B.Braun,RxNorm Extension,iv_fluids
43043901,OMOP4858913,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Bioluz,RxNorm Extension,iv_fluids
43043900,OMOP4858912,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43043899,OMOP4858911,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Cooper,RxNorm Extension,iv_fluids
2025003,OMOP4923590,250 ML sodium chloride 9 MG/ML Injectable Solution by Daihan,RxNorm Extension,iv_fluids
43740373,OMOP847357,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Demo,RxNorm Extension,iv_fluids
43722235,OMOP847126,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Fresenius,RxNorm Extension,iv_fluids
21128254,OMOP328271,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Maco,RxNorm Extension,iv_fluids
43614304,OMOP847365,250 ML Sodium Chloride 9 MG/ML Injectable Solution by Pascoe,RxNorm Extension,iv_fluids
35415563,OMOP1149148,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM AGUETTANT],RxNorm Extension,iv_fluids
35415508,OMOP1149093,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM AGUETTANT] Box of 1,RxNorm Extension,iv_fluids
35415524,OMOP1149109,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM AGUETTANT] Box of 1 by Aguettant,RxNorm Extension,iv_fluids
35415489,OMOP1149074,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER],RxNorm Extension,iv_fluids
35415537,OMOP1149122,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 1,RxNorm Extension,iv_fluids
35415399,OMOP1148984,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 12,RxNorm Extension,iv_fluids
35415482,OMOP1149067,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 12 by Cooper,RxNorm Extension,iv_fluids
35415554,OMOP1149139,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM COOPER] Box of 1 by Cooper,RxNorm Extension,iv_fluids
35415462,OMOP1149047,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,iv_fluids
35415507,OMOP1149092,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 1,RxNorm Extension,iv_fluids
35415443,OMOP1149028,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 1 by Fresenius,RxNorm Extension,iv_fluids
35415560,OMOP1149145,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 20,RxNorm Extension,iv_fluids
35415523,OMOP1149108,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM FRESENIUS] Box of 20 by Fresenius,RxNorm Extension,iv_fluids
35415487,OMOP1149072,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,iv_fluids
35415434,OMOP1149019,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,iv_fluids
35415410,OMOP1148995,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 10,RxNorm Extension,iv_fluids
35415481,OMOP1149066,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415459,OMOP1149044,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 12,RxNorm Extension,iv_fluids
35415402,OMOP1148987,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 12 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415518,OMOP1149103,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415409,OMOP1148994,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 20,RxNorm Extension,iv_fluids
35415403,OMOP1148988,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CHLORURE DE SODIUM LAVOISIER] Box of 20 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
2025004,OMOP4923591,250 ML sodium chloride 9 MG/ML Injectable Solution [CJ NORMAL SALINE],RxNorm Extension,iv_fluids
2025005,OMOP4923592,250 ML sodium chloride 9 MG/ML Injectable Solution [CJ NORMAL SALINE] by CJ,RxNorm Extension,iv_fluids
42918861,OMOP4645740,250 ML Sodium Chloride 9 MG/ML Injectable Solution [CJ SODIUM CHLORIDE],RxNorm Extension,iv_fluids
43650550,OMOP847301,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril],RxNorm Extension,iv_fluids
43794164,OMOP847305,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 10,RxNorm Extension,iv_fluids
43704447,OMOP847306,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 10 by Fresenius,RxNorm Extension,iv_fluids
43686524,OMOP847308,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 20,RxNorm Extension,iv_fluids
43866601,OMOP847309,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 20 by Fresenius,RxNorm Extension,iv_fluids
43704448,OMOP847310,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 30,RxNorm Extension,iv_fluids
43722246,OMOP847311,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 30 by Fresenius,RxNorm Extension,iv_fluids
43848366,OMOP847312,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 35,RxNorm Extension,iv_fluids
43668599,OMOP847313,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 35 by Fresenius,RxNorm Extension,iv_fluids
43596352,OMOP847314,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 40,RxNorm Extension,iv_fluids
43848367,OMOP847315,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 40 by Fresenius,RxNorm Extension,iv_fluids
43614302,OMOP847303,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 5,RxNorm Extension,iv_fluids
43722245,OMOP847304,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] Box of 5 by Fresenius,RxNorm Extension,iv_fluids
43830331,OMOP847302,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Haes Steril] by Fresenius,RxNorm Extension,iv_fluids
21079334,OMOP328289,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Intraven],RxNorm Extension,iv_fluids
21128259,OMOP328292,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Intraven] Box of 1,RxNorm Extension,iv_fluids
21030186,OMOP328293,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Intraven] Box of 1 by Terumo BCT,RxNorm Extension,iv_fluids
21138118,OMOP328291,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Intraven] by Terumo BCT,RxNorm Extension,iv_fluids
42918862,OMOP4645741,250 ML Sodium Chloride 9 MG/ML Injectable Solution [ISOTONIC SODIUM CHLORIDE DAEHAN],RxNorm Extension,iv_fluids
43776259,OMOP847122,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Kochsalzloesung Baxter],RxNorm Extension,iv_fluids
43848355,OMOP847124,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Kochsalzloesung Baxter] Box of 30,RxNorm Extension,iv_fluids
43650542,OMOP847125,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Kochsalzloesung Baxter] Box of 30 by Baxter,RxNorm Extension,iv_fluids
43632429,OMOP847123,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Isotonische Kochsalzloesung Baxter] by Baxter,RxNorm Extension,iv_fluids
42918863,OMOP4645742,250 ML Sodium Chloride 9 MG/ML Injectable Solution [JW NS],RxNorm Extension,iv_fluids
2025002,OMOP4923589,250 ML sodium chloride 9 MG/ML Injectable Solution [JW NS] by JW,RxNorm Extension,iv_fluids
43794170,OMOP847381,"250 ML Sodium Chloride 9 MG/ML Injectable Solution [Kochsalz 0,9]",RxNorm Extension,iv_fluids
43704454,OMOP847384,"250 ML Sodium Chloride 9 MG/ML Injectable Solution [Kochsalz 0,9] Box of 10",RxNorm Extension,iv_fluids
43632446,OMOP847385,"250 ML Sodium Chloride 9 MG/ML Injectable Solution [Kochsalz 0,9] Box of 10 by B.Braun",RxNorm Extension,iv_fluids
43830334,OMOP847382,"250 ML Sodium Chloride 9 MG/ML Injectable Solution [Kochsalz 0,9] by B.Braun",RxNorm Extension,iv_fluids
43776262,OMOP847138,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Ringer B. Braun],RxNorm Extension,iv_fluids
43830321,OMOP847140,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Ringer B. Braun] Box of 10,RxNorm Extension,iv_fluids
43866591,OMOP847141,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Ringer B. Braun] Box of 10 by B.Braun,RxNorm Extension,iv_fluids
43668589,OMOP847142,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Ringer B. Braun] Box of 20,RxNorm Extension,iv_fluids
43632430,OMOP847143,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Ringer B. Braun] Box of 20 by B.Braun,RxNorm Extension,iv_fluids
43776263,OMOP847139,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Ringer B. Braun] by B.Braun,RxNorm Extension,iv_fluids
21098937,OMOP328285,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Steriflex],RxNorm Extension,iv_fluids
21138116,OMOP328287,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 1,RxNorm Extension,iv_fluids
21138117,OMOP328288,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 1 by Fresenius,RxNorm Extension,iv_fluids
21108749,OMOP328286,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] by Fresenius,RxNorm Extension,iv_fluids
43776272,OMOP847287,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Tutofusin],RxNorm Extension,iv_fluids
43812329,OMOP847289,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Tutofusin] Box of 10,RxNorm Extension,iv_fluids
43686523,OMOP847291,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Tutofusin] Box of 10 by Baxter,RxNorm Extension,iv_fluids
43668597,OMOP847288,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Tutofusin] by Baxter,RxNorm Extension,iv_fluids
43596351,OMOP847297,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Venofundin],RxNorm Extension,iv_fluids
43848365,OMOP847299,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Venofundin] Box of 20,RxNorm Extension,iv_fluids
43830330,OMOP847300,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Venofundin] Box of 20 by B.Braun,RxNorm Extension,iv_fluids
43704446,OMOP847298,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Venofundin] by B.Braun,RxNorm Extension,iv_fluids
43740371,OMOP847316,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven],RxNorm Extension,iv_fluids
43848368,OMOP847322,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 10,RxNorm Extension,iv_fluids
43704449,OMOP847323,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 10 by Fresenius,RxNorm Extension,iv_fluids
43686526,OMOP847324,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 20,RxNorm Extension,iv_fluids
43668600,OMOP847325,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 20 by Fresenius,RxNorm Extension,iv_fluids
43668601,OMOP847326,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 25,RxNorm Extension,iv_fluids
43740372,OMOP847327,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 25 by Fresenius,RxNorm Extension,iv_fluids
43704450,OMOP847328,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 30,RxNorm Extension,iv_fluids
43848369,OMOP847329,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 30 by Fresenius,RxNorm Extension,iv_fluids
43596354,OMOP847330,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 35,RxNorm Extension,iv_fluids
43632442,OMOP847331,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 35 by Fresenius,RxNorm Extension,iv_fluids
43830332,OMOP847332,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 40,RxNorm Extension,iv_fluids
43722247,OMOP847333,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 40 by Fresenius,RxNorm Extension,iv_fluids
43596353,OMOP847320,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 5,RxNorm Extension,iv_fluids
43866602,OMOP847321,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] Box of 5 by Fresenius,RxNorm Extension,iv_fluids
43686525,OMOP847317,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven] by Fresenius,RxNorm Extension,iv_fluids
43614303,OMOP847341,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius],RxNorm Extension,iv_fluids
43776274,OMOP847345,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 10,RxNorm Extension,iv_fluids
43794165,OMOP847346,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 10 by Fresenius,RxNorm Extension,iv_fluids
43794166,OMOP847347,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 20,RxNorm Extension,iv_fluids
43758261,OMOP847348,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 20 by Fresenius,RxNorm Extension,iv_fluids
43794167,OMOP847349,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 30,RxNorm Extension,iv_fluids
43650552,OMOP847350,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 30 by Fresenius,RxNorm Extension,iv_fluids
43686527,OMOP847352,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 35,RxNorm Extension,iv_fluids
43776275,OMOP847353,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 35 by Fresenius,RxNorm Extension,iv_fluids
43758262,OMOP847354,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 40,RxNorm Extension,iv_fluids
43632444,OMOP847355,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 40 by Fresenius,RxNorm Extension,iv_fluids
43596355,OMOP847343,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 5,RxNorm Extension,iv_fluids
43722248,OMOP847344,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] Box of 5 by Fresenius,RxNorm Extension,iv_fluids
43848371,OMOP847342,250 ML Sodium Chloride 9 MG/ML Injectable Solution [Voluven Fresenius] by Fresenius,RxNorm Extension,iv_fluids
40221386,1807633,250 ML sodium chloride 9 MG/ML Injection,RxNorm,iv_fluids
35415529,OMOP1149114,250 ML Sodium Chloride 9 MG/ML Injection Box of 1,RxNorm Extension,iv_fluids
35415395,OMOP1148980,250 ML Sodium Chloride 9 MG/ML Injection Box of 10,RxNorm Extension,iv_fluids
35415528,OMOP1149113,250 ML Sodium Chloride 9 MG/ML Injection Box of 12,RxNorm Extension,iv_fluids
35415551,OMOP1149136,250 ML Sodium Chloride 9 MG/ML Injection Box of 1 by Bioluz,RxNorm Extension,iv_fluids
35415526,OMOP1149111,250 ML Sodium Chloride 9 MG/ML Injection Box of 1 by Braun,RxNorm Extension,iv_fluids
35415555,OMOP1149140,250 ML Sodium Chloride 9 MG/ML Injection Box of 1 by Maco,RxNorm Extension,iv_fluids
36896751,OMOP1006661,250 ML Sodium Chloride 9 MG/ML Injection Box of 20,RxNorm Extension,iv_fluids
35415447,OMOP1149032,250 ML Sodium Chloride 9 MG/ML Injection Box of 20 by Braun,RxNorm Extension,iv_fluids
43259748,OMOP568503,250 ML Sodium Chloride 9 MG/ML Injection Box of 20 by Fresenius,RxNorm Extension,iv_fluids
43270641,OMOP568498,250 ML Sodium Chloride 9 MG/ML Injection Box of 24,RxNorm Extension,iv_fluids
43270643,OMOP568504,250 ML Sodium Chloride 9 MG/ML Injection Box of 24 by Baxter,RxNorm Extension,iv_fluids
36896750,OMOP1005706,250 ML Sodium Chloride 9 MG/ML Injection Box of 30,RxNorm Extension,iv_fluids
35415388,OMOP1148973,250 ML Sodium Chloride 9 MG/ML Injection Box of 30 by Baxter,RxNorm Extension,iv_fluids
43270644,OMOP568505,250 ML Sodium Chloride 9 MG/ML Injection Box of 30 by Fresenius,RxNorm Extension,iv_fluids
43292373,OMOP568507,250 ML Sodium Chloride 9 MG/ML Injection Box of 35,RxNorm Extension,iv_fluids
43259749,OMOP568508,250 ML Sodium Chloride 9 MG/ML Injection Box of 35 by Fresenius,RxNorm Extension,iv_fluids
43270645,OMOP568509,250 ML Sodium Chloride 9 MG/ML Injection Box of 40,RxNorm Extension,iv_fluids
43286998,OMOP568510,250 ML Sodium Chloride 9 MG/ML Injection Box of 40 by Fresenius,RxNorm Extension,iv_fluids
43270642,OMOP568500,250 ML Sodium Chloride 9 MG/ML Injection by Baxter,RxNorm Extension,iv_fluids
43259747,OMOP568502,250 ML Sodium Chloride 9 MG/ML Injection by Braun,RxNorm Extension,iv_fluids
43292372,OMOP568501,250 ML Sodium Chloride 9 MG/ML Injection by Fresenius,RxNorm Extension,iv_fluids
35415562,OMOP1149147,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM AGUETTANT],RxNorm Extension,iv_fluids
35415538,OMOP1149123,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM AGUETTANT] Box of 1,RxNorm Extension,iv_fluids
35415498,OMOP1149083,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM AGUETTANT] Box of 1 by Aguettant,RxNorm Extension,iv_fluids
35415561,OMOP1149146,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER],RxNorm Extension,iv_fluids
35415435,OMOP1149020,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 1,RxNorm Extension,iv_fluids
35415536,OMOP1149121,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 12,RxNorm Extension,iv_fluids
35415423,OMOP1149008,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 12 by Cooper,RxNorm Extension,iv_fluids
35415449,OMOP1149034,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM COOPER] Box of 1 by Cooper,RxNorm Extension,iv_fluids
35415461,OMOP1149046,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS],RxNorm Extension,iv_fluids
35415506,OMOP1149091,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 1,RxNorm Extension,iv_fluids
35415418,OMOP1149003,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 1 by Fresenius,RxNorm Extension,iv_fluids
35415488,OMOP1149073,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 20,RxNorm Extension,iv_fluids
35415516,OMOP1149101,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM FRESENIUS] Box of 20 by Fresenius,RxNorm Extension,iv_fluids
35415460,OMOP1149045,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER],RxNorm Extension,iv_fluids
35415433,OMOP1149018,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1,RxNorm Extension,iv_fluids
35415535,OMOP1149120,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10,RxNorm Extension,iv_fluids
35415393,OMOP1148978,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 10 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415432,OMOP1149017,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 12,RxNorm Extension,iv_fluids
35415522,OMOP1149107,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 12 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415394,OMOP1148979,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 1 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
35415398,OMOP1148983,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 20,RxNorm Extension,iv_fluids
35415417,OMOP1149002,250 ML Sodium Chloride 9 MG/ML Injection [CHLORURE DE SODIUM LAVOISIER] Box of 20 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
40221363,1807546,25 ML sodium chloride 4.5 MG/ML Injection,RxNorm,iv_fluids
40221383,1807630,25 ML sodium chloride 9 MG/ML Injection,RxNorm,iv_fluids
43626720,OMOP749266,2 ML Sodium Chloride 9 MG/ML Injectable Solution,RxNorm Extension,iv_fluids
43842839,OMOP749277,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10,RxNorm Extension,iv_fluids
35778722,OMOP2780183,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by A A H,RxNorm Extension,iv_fluids
35778311,OMOP2779772,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Alliance,RxNorm Extension,iv_fluids
43806614,OMOP749281,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by B.Braun,RxNorm Extension,iv_fluids
43039473,OMOP4854509,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Chaix Et Du Marais,RxNorm Extension,iv_fluids
43680930,OMOP749270,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Fresenius,RxNorm Extension,iv_fluids
35778448,OMOP2779909,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Hameln,RxNorm Extension,iv_fluids
35779105,OMOP2780566,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Martindale,RxNorm Extension,iv_fluids
35778312,OMOP2779773,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10 by Mercury,RxNorm Extension,iv_fluids
35778531,OMOP2779992,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20,RxNorm Extension,iv_fluids
35778310,OMOP2779771,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by AMCo,RxNorm Extension,iv_fluids
35778600,OMOP2780061,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by B.Braun,RxNorm Extension,iv_fluids
43518034,OMOP2805149,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5,RxNorm Extension,iv_fluids
43518066,OMOP2805181,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50,RxNorm Extension,iv_fluids
43518119,OMOP2805234,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 50 by Astrazeneca,RxNorm Extension,iv_fluids
43518082,OMOP2805197,2 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5 by Astrazeneca,RxNorm Extension,iv_fluids
35778723,OMOP2780184,2 ML Sodium Chloride 9 MG/ML Injectable Solution by A A H,RxNorm Extension,iv_fluids
35778313,OMOP2779774,2 ML Sodium Chloride 9 MG/ML Injectable Solution by Alliance,RxNorm Extension,iv_fluids
35778854,OMOP2780315,2 ML Sodium Chloride 9 MG/ML Injectable Solution by AMCo,RxNorm Extension,iv_fluids
43518146,OMOP2805261,2 ML Sodium Chloride 9 MG/ML Injectable Solution by Astrazeneca,RxNorm Extension,iv_fluids
35779248,OMOP2780709,2 ML Sodium Chloride 9 MG/ML Injectable Solution by B.Braun,RxNorm Extension,iv_fluids
43842838,OMOP749268,2 ML Sodium Chloride 9 MG/ML Injectable Solution by Fresenius,RxNorm Extension,iv_fluids
36410220,OMOP3102262,2 ML Sodium Chloride 9 MG/ML Injectable Solution by Hameln,RxNorm Extension,iv_fluids
35779245,OMOP2780706,2 ML Sodium Chloride 9 MG/ML Injectable Solution by Martindale,RxNorm Extension,iv_fluids
35778451,OMOP2779912,2 ML Sodium Chloride 9 MG/ML Injectable Solution by Mercury,RxNorm Extension,iv_fluids
