std_concept_id,std_concept_name,std_concept_code,std_vocabulary_id,ancestor_concept_id,ancestor_concept_name
36552000,Large cell carcinoma with rhabdoid phenotype of overlapping lesion of pancreas,8014/3-C25.8,ICDO3,192963,Disorder of pancreas
36551991,"Myeloproliferative neoplasm, unclassifiable of ampulla of Vater",9975/3-C24.1,ICDO3,192963,Disorder of pancreas
36551945,Undifferentiated sarcoma of ampulla of Vater,8805/3-C24.1,ICDO3,192963,Disorder of pancreas
36551927,"Plasmacytoma, extramedullary of overlapping lesion of pancreas",9734/3-C25.8,ICDO3,192963,Disorder of pancreas
36551915,Precursor T-cell lymphoblastic leukemia of tail of pancreas,9837/3-C25.2,ICDO3,192963,Disorder of pancreas
36551913,Epithelial-myoepithelial carcinoma of head of pancreas,8562/3-C25.0,ICDO3,192963,Disorder of pancreas
36551909,Spindle cell sarcoma of other specified parts of pancreas,8801/3-C25.7,ICDO3,192963,Disorder of pancreas
36551900,Glassy cell carcinoma of pancreatic duct,8015/3-C25.3,ICDO3,192963,Disorder of pancreas
36551868,Encapsulated papillary carcinoma of head of pancreas,8504/2-C25.0,ICDO3,192963,Disorder of pancreas
36551799,Fibroblastic reticular cell tumor of body of pancreas,9759/3-C25.1,ICDO3,192963,Disorder of pancreas
36551786,"Serous carcinoma, NOS, of islets of Langerhans",8441/3-C25.4,ICDO3,192963,Disorder of pancreas
36551782,"Hodgkin lymphoma, nodular sclerosis, NOS, of pancreatic duct",9663/3-C25.3,ICDO3,192963,Disorder of pancreas
36551753,Papillary squamous cell carcinoma of pancreatic duct,8052/3-C25.3,ICDO3,192963,Disorder of pancreas
36551750,Vipoma of head of pancreas,8155/3-C25.0,ICDO3,192963,Disorder of pancreas
36551738,Hodgkin granuloma of head of pancreas,9661/3-C25.0,ICDO3,192963,Disorder of pancreas
36551724,Interdigitating dendritic cell sarcoma of other specified parts of pancreas,9757/3-C25.7,ICDO3,192963,Disorder of pancreas
36551716,Myosarcoma of tail of pancreas,8895/3-C25.2,ICDO3,192963,Disorder of pancreas
36551708,"Spindle cell carcinoma, NOS, of pancreas, NOS",8032/3-C25.9,ICDO3,192963,Disorder of pancreas
36551684,"Neuroendocrine tumor, NOS, of overlapping lesion of pancreas",8240/3-C25.8,ICDO3,192963,Disorder of pancreas
36551616,"Squamous cell carcinoma in situ, NOS, of pancreatic duct",8070/2-C25.3,ICDO3,192963,Disorder of pancreas
36551560,Enterochromaffin cell carcinoid of pancreatic duct,8241/3-C25.3,ICDO3,192963,Disorder of pancreas
36551544,"Papillary adenocarcinoma, NOS, of islets of Langerhans",8260/3-C25.4,ICDO3,192963,Disorder of pancreas
36551522,"Medullary carcinoma, NOS, of body of pancreas",8510/3-C25.1,ICDO3,192963,Disorder of pancreas
36551494,Adenocarcinoma with cartilaginous and osseous metaplasia of body of pancreas,8571/3-C25.1,ICDO3,192963,Disorder of pancreas
36551491,Hodgkin sarcoma of head of pancreas,9662/3-C25.0,ICDO3,192963,Disorder of pancreas
36551455,"Sarcoma, NOS, of islets of Langerhans",8800/3-C25.4,ICDO3,192963,Disorder of pancreas
36551451,"Epithelioid sarcoma, NOS, of tail of pancreas",8804/3-C25.2,ICDO3,192963,Disorder of pancreas
36551442,T-cell/histiocyte rich large B-cell lymphoma of tail of pancreas,9688/3-C25.2,ICDO3,192963,Disorder of pancreas
36551441,B lymphoblastic leukemia/lymphoma with hyperdiploidy of head of pancreas,9815/3-C25.0,ICDO3,192963,Disorder of pancreas
36551399,"Papillary squamous cell carcinoma, non-invasive of other specified parts of pancreas",8052/2-C25.7,ICDO3,192963,Disorder of pancreas
36551330,"Squamous cell carcinoma, keratinizing, NOS, of islets of Langerhans",8071/3-C25.4,ICDO3,192963,Disorder of pancreas
36551295,"Epithelioid sarcoma, NOS, of pancreatic duct",8804/3-C25.3,ICDO3,192963,Disorder of pancreas
36551288,"Vipoma of pancreas, NOS",8155/3-C25.9,ICDO3,192963,Disorder of pancreas
36551241,Myoepithelial carcinoma of overlapping lesion of pancreas,8982/3-C25.8,ICDO3,192963,Disorder of pancreas
36551212,Carcinoma simplex of pancreatic duct,8231/3-C25.3,ICDO3,192963,Disorder of pancreas
36551149,"Enteroglucagonoma, malignant of other specified parts of pancreas",8157/3-C25.7,ICDO3,192963,Disorder of pancreas
36551123,Carcinoma with osteoclast-like giant cells of overlapping lesion of pancreas,8035/3-C25.8,ICDO3,192963,Disorder of pancreas
36551111,Interdigitating dendritic cell sarcoma of head of pancreas,9757/3-C25.0,ICDO3,192963,Disorder of pancreas
36551058,Acinar cell carcinoma of pancreatic duct,8550/3-C25.3,ICDO3,192963,Disorder of pancreas
36550923,"Malignant lymphoma, mixed small and large cell, diffuse of ampulla of Vater",9675/3-C24.1,ICDO3,192963,Disorder of pancreas
36550922,Adenocarcinoma with squamous metaplasia of other specified parts of pancreas,8570/3-C25.7,ICDO3,192963,Disorder of pancreas
36550916,Myosarcoma of head of pancreas,8895/3-C25.0,ICDO3,192963,Disorder of pancreas
36550893,Pancreatic neuroendocrine microadenoma of body of pancreas,8150/0-C25.1,ICDO3,192963,Disorder of pancreas
36550863,"Adenocarcinoma in situ, NOS, of pancreas, NOS",8140/2-C25.9,ICDO3,192963,Disorder of pancreas
36550808,"Mucinous cystadenocarcinoma, NOS, of islets of Langerhans",8470/3-C25.4,ICDO3,192963,Disorder of pancreas
36550801,"Hodgkin lymphoma, NOS, of islets of Langerhans",9650/3-C25.4,ICDO3,192963,Disorder of pancreas
36550800,"Hepatoid adenocarcinoma of pancreas, NOS",8576/3-C25.9,ICDO3,192963,Disorder of pancreas
36550757,Squamous cell carcinoma with horn formation of overlapping lesion of pancreas,8078/3-C25.8,ICDO3,192963,Disorder of pancreas
36550711,"Mucoepidermoid carcinoma of pancreas, NOS",8430/3-C25.9,ICDO3,192963,Disorder of pancreas
36550681,Tubular adenocarcinoma of overlapping lesion of pancreas,8211/3-C25.8,ICDO3,192963,Disorder of pancreas
36550666,Hepatoid adenocarcinoma of other specified parts of pancreas,8576/3-C25.7,ICDO3,192963,Disorder of pancreas
36550570,Giant cell sarcoma of islets of Langerhans,8802/3-C25.4,ICDO3,192963,Disorder of pancreas
36550559,Myosarcoma of pancreatic duct,8895/3-C25.3,ICDO3,192963,Disorder of pancreas
36550558,"Comedocarcinoma, NOS, of pancreas, NOS",8501/3-C25.9,ICDO3,192963,Disorder of pancreas
36550532,Intravascular large B-cell lymphoma of pancreatic duct,9712/3-C25.3,ICDO3,192963,Disorder of pancreas
36550485,"Adenocarcinoma in situ, NOS, of other specified parts of pancreas",8140/2-C25.7,ICDO3,192963,Disorder of pancreas
36550438,"Diffuse large B-cell lymphoma, NOS, of body of pancreas",9680/3-C25.1,ICDO3,192963,Disorder of pancreas
36550395,T-cell large granular lymphocytic leukemia of tail of pancreas,9831/3-C25.2,ICDO3,192963,Disorder of pancreas
36550351,Mucinous cystic neoplasm with high grade dysplasia of other specified parts of pancreas,8470/2-C25.7,ICDO3,192963,Disorder of pancreas
36550315,"Malignant tumor, giant cell type of islets of Langerhans",8003/3-C25.4,ICDO3,192963,Disorder of pancreas
36550247,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged of overlapping lesion of pancreas,9813/3-C25.8,ICDO3,192963,Disorder of pancreas
36550188,Cystic hypersecretory carcinoma of overlapping lesion of pancreas,8508/3-C25.8,ICDO3,192963,Disorder of pancreas
36550163,Langerhans cell sarcoma of pancreatic duct,9756/3-C25.3,ICDO3,192963,Disorder of pancreas
36550160,"Hodgkin lymphoma, nodular sclerosis, grade 1 of other specified parts of pancreas",9665/3-C25.7,ICDO3,192963,Disorder of pancreas
36550112,Follicular dendritic cell sarcoma of other specified parts of pancreas,9758/3-C25.7,ICDO3,192963,Disorder of pancreas
36550079,Papillary squamous cell carcinoma of islets of Langerhans,8052/3-C25.4,ICDO3,192963,Disorder of pancreas
36550041,"Follicular lymphoma, grade 1 of overlapping lesion of pancreas",9695/3-C25.8,ICDO3,192963,Disorder of pancreas
36550014,"Papillary carcinoma in situ, NOS, of tail of pancreas",8050/2-C25.2,ICDO3,192963,Disorder of pancreas
36549995,"Medullary carcinoma, NOS, of pancreas, NOS",8510/3-C25.9,ICDO3,192963,Disorder of pancreas
36549994,"Malignant tumor, spindle cell type of pancreatic duct",8004/3-C25.3,ICDO3,192963,Disorder of pancreas
36549960,Adenocarcinoma with apocrine metaplasia of other specified parts of pancreas,8573/3-C25.7,ICDO3,192963,Disorder of pancreas
36549946,Composite Hodgkin and non-Hodgkin lymphoma of pancreatic duct,9596/3-C25.3,ICDO3,192963,Disorder of pancreas
36549944,"Squamous cell carcinoma, spindle cell of head of pancreas",8074/3-C25.0,ICDO3,192963,Disorder of pancreas
36549889,Malignant mastocytosis of head of pancreas,9741/3-C25.0,ICDO3,192963,Disorder of pancreas
36549810,Epithelioid leiomyosarcoma of islets of Langerhans,8891/3-C25.4,ICDO3,192963,Disorder of pancreas
36549762,T-cell/histiocyte rich large B-cell lymphoma of pancreatic duct,9688/3-C25.3,ICDO3,192963,Disorder of pancreas
36549741,"Verrucous carcinoma, NOS, of head of pancreas",8051/3-C25.0,ICDO3,192963,Disorder of pancreas
36549675,Large cell carcinoma with rhabdoid phenotype of other specified parts of pancreas,8014/3-C25.7,ICDO3,192963,Disorder of pancreas
36549663,"Leiomyosarcoma, NOS, of body of pancreas",8890/3-C25.1,ICDO3,192963,Disorder of pancreas
36549631,"Myxoid leiomyosarcoma of pancreas, NOS",8896/3-C25.9,ICDO3,192963,Disorder of pancreas
36549603,"Small cell carcinoma, NOS, of other specified parts of pancreas",8041/3-C25.7,ICDO3,192963,Disorder of pancreas
36549594,Plasmablastic lymphoma of tail of pancreas,9735/3-C25.2,ICDO3,192963,Disorder of pancreas
36549525,"Hodgkin lymphoma, nodular sclerosis, grade 1 of pancreas, NOS",9665/3-C25.9,ICDO3,192963,Disorder of pancreas
36549500,Acinar cell cystadenocarcinoma of body of pancreas,8551/3-C25.1,ICDO3,192963,Disorder of pancreas
36549488,"Small cell carcinoma, fusiform cell of islets of Langerhans",8043/3-C25.4,ICDO3,192963,Disorder of pancreas
36549407,"Squamous cell carcinoma, keratinizing, NOS, of body of pancreas",8071/3-C25.1,ICDO3,192963,Disorder of pancreas
36549361,Malignant mastocytosis of islets of Langerhans,9741/3-C25.4,ICDO3,192963,Disorder of pancreas
36549273,"Squamous cell carcinoma, small cell, nonkeratinizing of other specified parts of pancreas",8073/3-C25.7,ICDO3,192963,Disorder of pancreas
36549245,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis of overlapping lesion of pancreas",9654/3-C25.8,ICDO3,192963,Disorder of pancreas
36549242,Mucinous cystic neoplasm with high grade dysplasia of islets of Langerhans,8470/2-C25.4,ICDO3,192963,Disorder of pancreas
36549238,Encapsulated papillary carcinoma of overlapping lesion of pancreas,8504/2-C25.8,ICDO3,192963,Disorder of pancreas
36549168,Adenocarcinoma in situ in tubulovillous adenoma of ampulla of Vater,8263/2-C24.1,ICDO3,192963,Disorder of pancreas
36549163,Malignant histiocytosis of overlapping lesion of pancreas,9750/3-C25.8,ICDO3,192963,Disorder of pancreas
36549104,"Hodgkin lymphoma, lymphocyte-rich of body of pancreas",9651/3-C25.1,ICDO3,192963,Disorder of pancreas
36549084,"Small cell carcinoma, NOS, of islets of Langerhans",8041/3-C25.4,ICDO3,192963,Disorder of pancreas
36549050,"Follicular lymphoma, NOS, of ampulla of Vater",9690/3-C24.1,ICDO3,192963,Disorder of pancreas
36549043,"Papillary squamous cell carcinoma, non-invasive of body of pancreas",8052/2-C25.1,ICDO3,192963,Disorder of pancreas
36549041,"Comedocarcinoma, NOS, of ampulla of Vater",8501/3-C24.1,ICDO3,192963,Disorder of pancreas
36549013,"Malignant lymphoma, non-Hodgkin, NOS, of body of pancreas",9591/3-C25.1,ICDO3,192963,Disorder of pancreas
36548992,"Mucinous cystadenoma, NOS, of other specified parts of pancreas",8470/0-C25.7,ICDO3,192963,Disorder of pancreas
36548920,Histiocytic sarcoma of ampulla of Vater,9755/3-C24.1,ICDO3,192963,Disorder of pancreas
36548910,Giant cell sarcoma of pancreatic duct,8802/3-C25.3,ICDO3,192963,Disorder of pancreas
36548908,Sezary syndrome of overlapping lesion of pancreas,9701/3-C25.8,ICDO3,192963,Disorder of pancreas
36548854,Giant cell carcinoma of head of pancreas,8031/3-C25.0,ICDO3,192963,Disorder of pancreas
36548850,Adenocarcinoma in situ in tubulovillous adenoma of head of pancreas,8263/2-C25.0,ICDO3,192963,Disorder of pancreas
36548809,Basal cell adenocarcinoma of other specified parts of pancreas,8147/3-C25.7,ICDO3,192963,Disorder of pancreas
36548762,Adenocarcinoma in situ in tubulovillous adenoma of pancreatic duct,8263/2-C25.3,ICDO3,192963,Disorder of pancreas
36548610,"Neuroendocrine tumor, grade 2 of overlapping lesion of pancreas",8249/3-C25.8,ICDO3,192963,Disorder of pancreas
36548594,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of pancreas,8263/3-C25.8,ICDO3,192963,Disorder of pancreas
36548578,"Malignant tumor, spindle cell type of body of pancreas",8004/3-C25.1,ICDO3,192963,Disorder of pancreas
36548509,Angioimmunoblastic T-cell lymphoma of ampulla of Vater,9705/3-C24.1,ICDO3,192963,Disorder of pancreas
36548504,Intraductal micropapillary carcinoma of tail of pancreas,8507/2-C25.2,ICDO3,192963,Disorder of pancreas
36548458,"Hodgkin lymphoma, NOS, of head of pancreas",9650/3-C25.0,ICDO3,192963,Disorder of pancreas
36548420,"Plasmacytoma, extramedullary of islets of Langerhans",9734/3-C25.4,ICDO3,192963,Disorder of pancreas
36548362,"Mature T-cell lymphoma, NOS, of overlapping lesion of pancreas",9702/3-C25.8,ICDO3,192963,Disorder of pancreas
36548296,"Malignant tumor, small cell type of head of pancreas",8002/3-C25.0,ICDO3,192963,Disorder of pancreas
36548294,Adenocarcinoma with apocrine metaplasia of pancreatic duct,8573/3-C25.3,ICDO3,192963,Disorder of pancreas
36548283,"Squamous cell carcinoma, small cell, nonkeratinizing of overlapping lesion of pancreas",8073/3-C25.8,ICDO3,192963,Disorder of pancreas
36548264,Intraductal micropapillary carcinoma of islets of Langerhans,8507/2-C25.4,ICDO3,192963,Disorder of pancreas
36548229,Mucinous cystic neoplasm with high grade dysplasia of body of pancreas,8470/2-C25.1,ICDO3,192963,Disorder of pancreas
36548220,"Malignant lymphoma, non-Hodgkin, NOS, of head of pancreas",9591/3-C25.0,ICDO3,192963,Disorder of pancreas
36548217,"Epithelioid sarcoma, NOS, of islets of Langerhans",8804/3-C25.4,ICDO3,192963,Disorder of pancreas
36548164,Acinar cell carcinoma of tail of pancreas,8550/3-C25.2,ICDO3,192963,Disorder of pancreas
36547883,"Hodgkin lymphoma, nodular sclerosis, grade 1 of islets of Langerhans",9665/3-C25.4,ICDO3,192963,Disorder of pancreas
36547867,"Papillary cystadenocarcinoma, NOS, of other specified parts of pancreas",8450/3-C25.7,ICDO3,192963,Disorder of pancreas
36547808,Carcinoma with osteoclast-like giant cells of islets of Langerhans,8035/3-C25.4,ICDO3,192963,Disorder of pancreas
36547804,"Follicular lymphoma, grade 3 of head of pancreas",9698/3-C25.0,ICDO3,192963,Disorder of pancreas
36547767,Sezary syndrome of tail of pancreas,9701/3-C25.2,ICDO3,192963,Disorder of pancreas
36547763,"Squamous cell carcinoma, spindle cell of pancreatic duct",8074/3-C25.3,ICDO3,192963,Disorder of pancreas
36547750,"Mucinous cystadenocarcinoma, NOS, of pancreatic duct",8470/3-C25.3,ICDO3,192963,Disorder of pancreas
36547730,"Clear cell adenocarcinoma, NOS, of pancreas, NOS",8310/3-C25.9,ICDO3,192963,Disorder of pancreas
36547680,Adenocarcinoma in situ in adenomatous polyp of islets of Langerhans,8210/2-C25.4,ICDO3,192963,Disorder of pancreas
36547636,"Large cell carcinoma, NOS, of other specified parts of pancreas",8012/3-C25.7,ICDO3,192963,Disorder of pancreas
36547622,"Mature T-cell lymphoma, NOS, of tail of pancreas",9702/3-C25.2,ICDO3,192963,Disorder of pancreas
36547586,Spindle cell sarcoma of tail of pancreas,8801/3-C25.2,ICDO3,192963,Disorder of pancreas
36547529,"Mature T-cell lymphoma, NOS, of pancreatic duct",9702/3-C25.3,ICDO3,192963,Disorder of pancreas
36547426,Malignant histiocytosis of tail of pancreas,9750/3-C25.2,ICDO3,192963,Disorder of pancreas
36547425,Encapsulated papillary carcinoma with invasion of pancreatic duct,8504/3-C25.3,ICDO3,192963,Disorder of pancreas
36547408,Pancreatoblastoma of overlapping lesion of pancreas,8971/3-C25.8,ICDO3,192963,Disorder of pancreas
36547382,HHV8 positive diffuse large B-cell lymphoma of pancreatic duct,9738/3-C25.3,ICDO3,192963,Disorder of pancreas
36547361,"Metaplastic carcinoma, NOS, of islets of Langerhans",8575/3-C25.4,ICDO3,192963,Disorder of pancreas
36547332,"Hodgkin lymphoma, mixed cellularity, NOS, of other specified parts of pancreas",9652/3-C25.7,ICDO3,192963,Disorder of pancreas
36561497,"Langerhans cell histiocytosis, disseminated of body of pancreas",9751/3-C25.1,ICDO3,192963,Disorder of pancreas
36561487,Undifferentiated sarcoma of tail of pancreas,8805/3-C25.2,ICDO3,192963,Disorder of pancreas
36561476,"Enteroglucagonoma, malignant of pancreas, NOS",8157/3-C25.9,ICDO3,192963,Disorder of pancreas
36561423,"Follicular lymphoma, NOS, of pancreatic duct",9690/3-C25.3,ICDO3,192963,Disorder of pancreas
36561348,Signet ring cell carcinoma of other specified parts of pancreas,8490/3-C25.7,ICDO3,192963,Disorder of pancreas
36561298,"Malignant tumor, giant cell type of body of pancreas",8003/3-C25.1,ICDO3,192963,Disorder of pancreas
36561256,Sezary syndrome of body of pancreas,9701/3-C25.1,ICDO3,192963,Disorder of pancreas
36561253,Systemic EBV positive T-cell lymphoproliferative disease of childhood of overlapping lesion of pancreas,9724/3-C25.8,ICDO3,192963,Disorder of pancreas
36561246,"Anaplastic large cell lymphoma, T-cell and Null-cell type of pancreas, NOS",9714/3-C25.9,ICDO3,192963,Disorder of pancreas
36561209,Carcinoma with osteoclast-like giant cells of pancreatic duct,8035/3-C25.3,ICDO3,192963,Disorder of pancreas
36561190,"Clear cell adenocarcinoma, NOS, of ampulla of Vater",8310/3-C24.1,ICDO3,192963,Disorder of pancreas
36561151,Pancreatic neuroendocrine microadenoma of islets of Langerhans,8150/0-C25.4,ICDO3,192963,Disorder of pancreas
36561074,Epithelial-myoepithelial carcinoma of tail of pancreas,8562/3-C25.2,ICDO3,192963,Disorder of pancreas
36561072,"Malignant tumor, small cell type of islets of Langerhans",8002/3-C25.4,ICDO3,192963,Disorder of pancreas
36561013,"Papillary adenocarcinoma, NOS, of other specified parts of pancreas",8260/3-C25.7,ICDO3,192963,Disorder of pancreas
36560997,Goblet cell carcinoid of body of pancreas,8243/3-C25.1,ICDO3,192963,Disorder of pancreas
36560940,Adenocarcinoma in tubulovillous adenoma of body of pancreas,8263/3-C25.1,ICDO3,192963,Disorder of pancreas
36560899,"Langerhans cell histiocytosis, disseminated of pancreas, NOS",9751/3-C25.9,ICDO3,192963,Disorder of pancreas
36560869,"Follicular lymphoma, grade 3 of tail of pancreas",9698/3-C25.2,ICDO3,192963,Disorder of pancreas
36560867,"Hodgkin lymphoma, lymphocyte depletion, reticular of overlapping lesion of pancreas",9655/3-C25.8,ICDO3,192963,Disorder of pancreas
36560858,"Myeloproliferative neoplasm, unclassifiable of overlapping lesion of pancreas",9975/3-C25.8,ICDO3,192963,Disorder of pancreas
36560825,Noninfiltrating intraductal papillary adenocarcinoma of islets of Langerhans,8503/2-C25.4,ICDO3,192963,Disorder of pancreas
36560796,Acinar cell cystadenocarcinoma of head of pancreas,8551/3-C25.0,ICDO3,192963,Disorder of pancreas
36560733,"Precursor cell lymphoblastic lymphoma, NOS, of ampulla of Vater",9727/3-C24.1,ICDO3,192963,Disorder of pancreas
36560710,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 of tail of pancreas,9812/3-C25.2,ICDO3,192963,Disorder of pancreas
36560617,Carcinoma with osteoclast-like giant cells of ampulla of Vater,8035/3-C24.1,ICDO3,192963,Disorder of pancreas
36560591,"Mast cell sarcoma of pancreas, NOS",9740/3-C25.9,ICDO3,192963,Disorder of pancreas
36560505,Gastrinoma of overlapping lesion of pancreas,8153/3-C25.8,ICDO3,192963,Disorder of pancreas
36560447,"Lipoma, NOS, of overlapping lesion of pancreas",8850/0-C25.8,ICDO3,192963,Disorder of pancreas
36560434,"Squamous cell carcinoma, keratinizing, NOS, of head of pancreas",8071/3-C25.0,ICDO3,192963,Disorder of pancreas
36560410,B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1) of islets of Langerhans,9814/3-C25.4,ICDO3,192963,Disorder of pancreas
36560386,Pleomorphic carcinoma of other specified parts of pancreas,8022/3-C25.7,ICDO3,192963,Disorder of pancreas
36560351,"Intraductal carcinoma, noninfiltrating, NOS, of pancreas, NOS",8500/2-C25.9,ICDO3,192963,Disorder of pancreas
36560330,"Squamous cell carcinoma, adenoid of pancreas, NOS",8075/3-C25.9,ICDO3,192963,Disorder of pancreas
36560282,Desmoplastic small round cell tumor of head of pancreas,8806/3-C25.0,ICDO3,192963,Disorder of pancreas
36560164,"Carcinoma, undifferentiated, NOS, of pancreas, NOS",8020/3-C25.9,ICDO3,192963,Disorder of pancreas
36560106,Mixed adenoneuroendocrine carcinoma of head of pancreas,8244/3-C25.0,ICDO3,192963,Disorder of pancreas
36560075,"Malignant tumor, clear cell type of pancreatic duct",8005/3-C25.3,ICDO3,192963,Disorder of pancreas
36560059,Squamous cell carcinoma in situ with questionable stromal invasion of body of pancreas,8076/2-C25.1,ICDO3,192963,Disorder of pancreas
36559989,"Follicular lymphoma, grade 1 of head of pancreas",9695/3-C25.0,ICDO3,192963,Disorder of pancreas
36559988,"Ductal carcinoma in situ, solid type of pancreas, NOS",8230/2-C25.9,ICDO3,192963,Disorder of pancreas
36559974,Infiltrating ductular carcinoma of head of pancreas,8521/3-C25.0,ICDO3,192963,Disorder of pancreas
36559937,Squamous cell carcinoma with horn formation of tail of pancreas,8078/3-C25.2,ICDO3,192963,Disorder of pancreas
36559933,"Infiltrating duct carcinoma, NOS, of islets of Langerhans",8500/3-C25.4,ICDO3,192963,Disorder of pancreas
36559906,"Hodgkin lymphoma, nodular sclerosis, cellular phase of body of pancreas",9664/3-C25.1,ICDO3,192963,Disorder of pancreas
36559735,"Malignant lymphoma, mixed small and large cell, diffuse of other specified parts of pancreas",9675/3-C25.7,ICDO3,192963,Disorder of pancreas
36559719,"Large cell carcinoma, NOS, of body of pancreas",8012/3-C25.1,ICDO3,192963,Disorder of pancreas
36559679,"Large cell carcinoma with rhabdoid phenotype of pancreas, NOS",8014/3-C25.9,ICDO3,192963,Disorder of pancreas
36559630,"Plasmacytoma, NOS, of body of pancreas",9731/3-C25.1,ICDO3,192963,Disorder of pancreas
36559572,"Papillary carcinoma, NOS, of pancreatic duct",8050/3-C25.3,ICDO3,192963,Disorder of pancreas
36559559,"Squamous cell carcinoma, microinvasive of overlapping lesion of pancreas",8076/3-C25.8,ICDO3,192963,Disorder of pancreas
36559463,"Papillary adenocarcinoma, NOS, of overlapping lesion of pancreas",8260/3-C25.8,ICDO3,192963,Disorder of pancreas
36559450,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of pancreatic duct",8072/3-C25.3,ICDO3,192963,Disorder of pancreas
36559363,"Leiomyosarcoma, NOS, of overlapping lesion of pancreas",8890/3-C25.8,ICDO3,192963,Disorder of pancreas
36559315,Hodgkin granuloma of overlapping lesion of pancreas,9661/3-C25.8,ICDO3,192963,Disorder of pancreas
36559274,Carcinoma simplex of head of pancreas,8231/3-C25.0,ICDO3,192963,Disorder of pancreas
36559264,Undifferentiated sarcoma of head of pancreas,8805/3-C25.0,ICDO3,192963,Disorder of pancreas
36559261,Langerhans cell sarcoma of body of pancreas,9756/3-C25.1,ICDO3,192963,Disorder of pancreas
36559163,"B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1) of pancreas, NOS",9818/3-C25.9,ICDO3,192963,Disorder of pancreas
36559091,"Malignant tumor, giant cell type of pancreatic duct",8003/3-C25.3,ICDO3,192963,Disorder of pancreas
36559050,"Encapsulated papillary carcinoma of pancreas, NOS",8504/2-C25.9,ICDO3,192963,Disorder of pancreas
36559004,"Carcinosarcoma, embryonal of islets of Langerhans",8981/3-C25.4,ICDO3,192963,Disorder of pancreas
36558964,"Malignant tumor, giant cell type of other specified parts of pancreas",8003/3-C25.7,ICDO3,192963,Disorder of pancreas
36558945,"Medullary carcinoma, NOS, of islets of Langerhans",8510/3-C25.4,ICDO3,192963,Disorder of pancreas
36558895,"Enterochromaffin cell carcinoid of pancreas, NOS",8241/3-C25.9,ICDO3,192963,Disorder of pancreas
36558885,"Epithelioma, malignant of head of pancreas",8011/3-C25.0,ICDO3,192963,Disorder of pancreas
36558867,Infiltrating duct and lobular carcinoma of head of pancreas,8522/3-C25.0,ICDO3,192963,Disorder of pancreas
36558838,"Enteroglucagonoma, malignant of body of pancreas",8157/3-C25.1,ICDO3,192963,Disorder of pancreas
36558763,"Plasmacytoma, NOS, of overlapping lesion of pancreas",9731/3-C25.8,ICDO3,192963,Disorder of pancreas
36558758,Myoepithelial carcinoma of head of pancreas,8982/3-C25.0,ICDO3,192963,Disorder of pancreas
36558642,"Adenocarcinoma with spindle cell metaplasia of pancreas, NOS",8572/3-C25.9,ICDO3,192963,Disorder of pancreas
36558590,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of other specified parts of pancreas",8072/3-C25.7,ICDO3,192963,Disorder of pancreas
36558579,"Verrucous carcinoma, NOS, of other specified parts of pancreas",8051/3-C25.7,ICDO3,192963,Disorder of pancreas
36558573,"Myeloproliferative neoplasm, unclassifiable of tail of pancreas",9975/3-C25.2,ICDO3,192963,Disorder of pancreas
36558561,Mucin-producing adenocarcinoma of pancreatic duct,8481/3-C25.3,ICDO3,192963,Disorder of pancreas
36558552,Mucoepidermoid carcinoma of other specified parts of pancreas,8430/3-C25.7,ICDO3,192963,Disorder of pancreas
36558546,Fibroblastic reticular cell tumor of head of pancreas,9759/3-C25.0,ICDO3,192963,Disorder of pancreas
36558531,Glassy cell carcinoma of islets of Langerhans,8015/3-C25.4,ICDO3,192963,Disorder of pancreas
36558441,"Duct carcinoma, desmoplastic type of body of pancreas",8514/3-C25.1,ICDO3,192963,Disorder of pancreas
36558392,Hodgkin sarcoma of islets of Langerhans,9662/3-C25.4,ICDO3,192963,Disorder of pancreas
36558302,Adenocarcinoma in situ in adenomatous polyp of tail of pancreas,8210/2-C25.2,ICDO3,192963,Disorder of pancreas
36558301,Adenocarcinoma in villous adenoma of overlapping lesion of pancreas,8261/3-C25.8,ICDO3,192963,Disorder of pancreas
36558292,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS, of body of pancreas",9684/3-C25.1,ICDO3,192963,Disorder of pancreas
36558285,Composite Hodgkin and non-Hodgkin lymphoma of head of pancreas,9596/3-C25.0,ICDO3,192963,Disorder of pancreas
36558214,"Enteroglucagonoma, malignant of islets of Langerhans",8157/3-C25.4,ICDO3,192963,Disorder of pancreas
36558173,Interdigitating dendritic cell sarcoma of pancreatic duct,9757/3-C25.3,ICDO3,192963,Disorder of pancreas
36558135,"Cystadenocarcinoma, NOS, of other specified parts of pancreas",8440/3-C25.7,ICDO3,192963,Disorder of pancreas
36558119,"Intraductal micropapillary carcinoma of pancreas, NOS",8507/2-C25.9,ICDO3,192963,Disorder of pancreas
