Concept Set ID,Name,Concept ID,Concept Code,Concept Name,Concept Class ID,Domain,Vocabulary
374,Cardiac Disorders,198286,3759007,Injury of heart with open wound into thorax,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42538802,762609006,Injury of heart without hemopericardium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,320563,39131004,Injury of heart without open wound into thorax,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4016543,210051003,Injury to heart and lung,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4133527,412787009,"Intellectual disability, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth",Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486037,447665008,Interatrial communication through coronary sinus orifice,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100140,253366007,Interauricular septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486078,447701006,Intermediate aortopulmonary window with adequate superior and inferior rim,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4088332,251114004,Intermittent second degree atrioventricular block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4243143,38274001,Interpolated PVCs,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,433860,218728005,Interrupted aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108750,253683008,Interrupted aortic arch between left common carotid and brachiocephalic artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4113296,253682003,Interrupted aortic arch between left subclavian and left common carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109477,253681005,Interrupted aortic arch distal to left subclavian artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40490001,448501005,Interrupted left inferior caval vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40491521,448782004,Interrupted right inferior caval vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021904,472103001,Interruption of aortic arch between left common carotid artery and right common carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020662,472102006,Interruption of aortic arch between subclavian artery and common carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020661,472101004,Interruption of aortic arch distal to subclavian artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021470,461104009,Interruption of coronary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4242712,37925008,Interstitial myocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4007948,111027004,Interventricular cardiac septal hypertrophy,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020731,458084001,Interventricular dyssynchrony,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36540849,9717/3-C38.0,Intestinal T-cell lymphoma of heart,ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,42511975,9137/3-C38.0,Intimal sarcoma of heart,ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,40489998,448500006,Intracardiac location of anomalous pulmonary venous connection,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487149,449425007,Intracardiac location of anomalous pulmonary venous connection to coronary sinus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487627,449514000,Intracardiac location of anomalous pulmonary venous connection to midline with isomeric atria,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487179,449452002,Intracardiac location of anomalous pulmonary venous connection to right atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40484202,445543002,Intracardiac location of anomalous pulmonary venous connections to bilateral isomeric atriums,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4120089,233930009,Intracardiac thrombosis in low output state,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108873,253715000,Intramural coronary artery course,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37017187,713419002,Intraoperative cardiorespiratory arrest,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36531832,9712/3-C38.0,Intravascular large B-cell lymphoma of heart,ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,4166844,4554005,Intraventricular conduction defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4221549,82838007,Irregular tachycardia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4145696,426856002,Ischemic congestive cardiomyopathy,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4219755,82522008,Ischemic contracture of left ventricle syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020660,472100003,Ischemic dilated cardiomyopathy due to coronary artery disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4185932,414545008,Ischemic heart disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108598,250990001,Ischemic mitral valve dysfunction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4092936,281091000,Ischemic myocardial dysfunction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4143969,266238009,Isolated (Fiedler's) myocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4081037,276790000,Isolated aortic stenosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4216321,39502009,Isolated atrial amyloid,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4252423,74034002,Isolated dextrocardia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4205441,55482007,Isolated diffuse granulomatous myocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37397487,718135001,Isolated right ventricular hypoplasia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,3186078,9460001000004106,Isolated ventricular noncompaction,Clinical Finding,Condition,Nebraska Lexicon
374,Cardiac Disorders,4108753,253698005,Isolation of brachiocephalic trunk,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109482,253697000,Isolation of branch of aortic arch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108869,253699002,Isolation of common carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482076,445109004,Isolation of left common carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40483311,445350004,Isolation of left subclavian artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40483310,445349004,Isolation of right common carotid artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40483313,445351000,Isolation of right subclavian artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109474,253668003,Isolation of subclavian artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4102846,253335001,Isomerism of atrial appendages,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100867,253337009,Isomerism of left atrial appendage,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100866,253336000,Isomerism of right atrial appendage,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36716127,722006004,Isotretinoin-like syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4161597,373905003,Jervell and Lange-Nielsen syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4091899,251155001,Junctional ectopic tachycardia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4166380,47830009,Junctional escape beats,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4218739,81681009,Junctional premature beats,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4088351,251164006,Junctional premature complex,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109476,253675002,Juxtaductal aortic coarctation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4027246,128563000,Juxtaposed atrial appendage,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36716138,722027009,Kallman syndrome with heart disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4173466,42402006,Kartagener syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4264027,46939000,Keshan disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37110120,724208006,Keutel syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36715431,721105004,Klippel Trenaunay syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4251932,74561007,Kommerell's diverticulum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37111359,726083008,Kousseff syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,317000,45650007,Kyphoscoliotic heart disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4161005,399046008,L - transposition of the great vessels,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4095550,262782002,Laceration of heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,439177,84338002,Laceration of heart with penetration of heart chambers,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42536775,735771000,Laceration of heart without hemopericardium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36526264,9751/3-C38.0,"Langerhans cell histiocytosis, disseminated of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,35622345,763778003,Larsen-like syndrome B3GAT3 type,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,35622773,764955006,Laubry Pezzi syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4122763,234180009,Leakage due to cardiac device,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4153091,28248000,Left anterior descending coronary artery thrombosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4295336,37760005,Left anterior fascicular block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109319,253653004,Left aortic arch and right descending aorta,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100136,253352002,Left atrial abnormality,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100139,253357008,Left atrial appendage - right - juxtaposition,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100138,253356004,Left atrial appendage absent,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4102852,253358003,Left atrial appendage aneurysm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101029,253361002,Left atrial dilatation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4102853,253359006,Left atrial endocardial fibroelastosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43022066,6.7741E+13,Left atrial enlargement,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40489802,446813000,Left atrial hypertrophy,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100870,253360001,Left atrial hypoplasia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4171887,420002000,Left atrial incisional tachycardia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101612,253484008,Left atrioventricular valve atresia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487571,448026008,Left atrioventricular valve bifoliate with fused left sided superior and inferior bridging leaflet,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100275,253504008,Left atrioventricular valve chordae to outlet septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103129,253503002,Left atrioventricular valve chordae too long,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100274,253502007,Left atrioventricular valve chordae too short,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103009,253486005,Left atrioventricular valve dysplasia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103010,253487001,Left atrioventricular valve hypoplasia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100271,253493009,Left atrioventricular valve leaflet abnormality,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100273,253500004,Left atrioventricular valve leaflet dysplasia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100272,253497005,Left atrioventricular valve prolapse,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101186,253488006,Left atrioventricular valve regurgitation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101189,253491006,Left atrioventricular valve stenosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40493431,449099002,Left atrioventricular valve stenosis in double inlet ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,316998,63467002,Left bundle branch block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,313209,4973001,Left bundle branch hemiblock,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103136,253541009,Left cardiac ventricular dilatation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4048534,123641001,Left coronary artery occlusion,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4109491,253729004,Left dominant coronary system,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,439846,85232009,Left heart failure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40490954,448632002,Left inferior caval vein connecting to left atrium and right atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40492957,449009009,Left inferior caval vein connecting to left sided atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40492958,449010004,Left inferior caval vein connecting to right sided atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4155962,371804009,Left main coronary artery disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4209308,56276002,Left main coronary artery thrombosis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4111543,195046004,Left main stem bundle branch block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4268046,62026008,Left posterior fascicular block,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40488046,449576007,Left pulmonary artery with absent proximal arterial connection,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100735,253288009,Left sided atrium connecting to both ventricles,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4102835,253286008,Left sided atrium connecting to left ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4099999,253287004,Left sided atrium connecting to right ventricle,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100000,253289001,Left sided atrium connecting to ventricle of indeterminate morphology,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487150,449426008,Left sided azygos continuation of inferior caval vein to left superior caval vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4313873,423718003,Left sided infective endocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40481985,445027003,Left superior caval vein persisting to coronary sinus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486134,449188001,Left superior caval vein persisting to coronary sinus and then to right sided atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40483748,445436005,Left superior caval vein persisting to left sided atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486597,447812003,Left superior caval vein persisting to right atrium and left atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40489424,448332007,Left superior caval vein persisting to right sided atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44803311,7.27221E+14,Left superior vena cava persisting to coronary sinus and right atrium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44783198,699255005,Left to right flow of foramen ovale of fetal heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,442982,253535002,Left ventricular abnormality,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4182190,297160003,Left ventricular aneurysm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4323898,429589006,Left ventricular cardiac dysfunction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4212798,395704004,Left ventricular diastolic dysfunction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40484198,445540004,Left ventricular diverticulum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44804774,7.59841E+14,Left ventricular dysfunction due to right ventricular interaction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4184746,55827005,Left ventricular hypertrophy,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100393,253536001,Left ventricular hypoplasia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487105,447935001,Left ventricular myocardial noncompaction cardiomyopathy,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101324,253545000,Left ventricular outflow tract abnormality,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4101325,253547008,Left ventricular outflow tract atresia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103137,253546004,Left ventricular outflow tract obstruction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40483767,445453003,Left ventricular outflow tract obstruction due to aneurysm of membranous septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482856,445235006,Left ventricular outflow tract obstruction due to anterolateral muscle band,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40483768,445454009,Left ventricular outflow tract obstruction due to atrioventricular valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482939,445310002,Left ventricular outflow tract obstruction due to diaphragm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40482416,445131007,Left ventricular outflow tract obstruction due to fibromuscular tunnel,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40481624,445001003,Left ventricular outflow tract obstruction due to malaligned outlet septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020907,472787007,Left ventricular outflow tract obstruction due to neoplasm,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40491972,448823001,Left ventricular outflow tract obstruction due to prolapse of Eustachian valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40493453,449118008,Left ventricular outflow tract obstruction due to prolapsed arterial valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44804768,7.59761E+14,Left ventricular outflow tract obstruction due to septal hypertrophy,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40481626,445003000,Left ventricular outflow tract obstruction due to subpulmonary fibromuscular shelf,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4047088,134401001,Left ventricular systolic dysfunction,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4206138,309519009,Left ventricular thrombus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4219995,41893002,Left ventricular-right atrial communication,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4025639,12095001,Legal termination of pregnancy with cardiac arrest and/or failure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36551933,8890/3-C38.0,"Leiomyosarcoma, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,37204239,782773005,Lethal arteriopathy syndrome due to fibulin-4 deficiency,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36714257,719400000,Lethal faciocardiomelic dysplasia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4153404,283645003,Lev's syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4049297,123661007,Levoatrial cardinal vein,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,764149,4.51361E+14,Lipid-rich atherosclerosis of coronary artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36548975,8850/0-C38.0,"Lipoma, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,4091311,186318004,Listerial endocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4119601,233910005,Lone atrial fibrillation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,314664,9651007,Long QT syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37396235,715971003,Long QT syndrome caused by drug,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021298,460495004,Long QT syndrome with genetic marker,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,45767605,705069006,Long axis of fetal heart deviated to left,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,45771483,705070007,Long axis of fetal heart deviated to right,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37117768,733454004,Long thumb brachydactyly syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,45768480,706923002,Longstanding persistent atrial fibrillation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4185565,44088000,Low cardiac output syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4103448,25544003,Low output heart failure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,437892,55475008,Lown-Ganong-Levine syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36716111,721976003,Lung agenesis with heart defect and thumb anomaly syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4069096,204319006,Lutembacher's syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4300416,77863005,Lyme carditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36716114,721979005,Lymphedema and cerebral arteriovenous anomaly syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36716113,721978002,"Lymphedema, atrial septal defect, facial changes syndrome",Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4144887,427443009,Lymphocytic myocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42597337,3.22011E+14,Lymphoma of heart,Clinical Finding,Condition,SNOMED Veterinary
374,Cardiac Disorders,36560539,9671/3-C38.0,Lymphoplasmacytic lymphoma of heart,ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,36553548,9670/3-C38.0,"ML, small B lymphocytic, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,44803307,7.26901E+14,MVA - mitral valve atretic,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4306131,83014000,MacCallum's patch,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42536724,735682000,Macro re-entrant atrial tachycardia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36674972,771075004,Macrothrombocytopenia with mitral valve insufficiency,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4187683,46041001,Maffucci syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,46272503,710878005,Mahaim fiber tachycardia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108751,253689007,Major aortopulmonary collateral artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,46270358,2.85821E+14,Major laceration of heart with hemopericardium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021911,458088003,Major systemic to pulmonary collateral artery,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42873056,450306008,Major systemic to pulmonary collateral artery supplying both lungs,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42873058,450308009,Major systemic to pulmonary collateral artery supplying entire left lung,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42873057,450307004,Major systemic to pulmonary collateral artery supplying entire right lung,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42873060,450310006,Major systemic to pulmonary collateral artery supplying part of left lung,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42873059,450309001,Major systemic to pulmonary collateral artery supplying part of right lung,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,42873061,450311005,Major systemic to pulmonary collateral artery supplying unknown zone of distribution,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43022039,461433002,Major systemic to pulmonary collateral artery with absent pulmonary arteries proximal to hilar bifurcation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021626,461434008,Major systemic to pulmonary collateral artery with pulmonary artery proximal to hilar bifurcation,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4100254,253423004,Malaligned atrial septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44803309,7.27071E+14,Malaligned atrial septum with flap valve to muscular rim of oval fossa,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4141179,264086008,Malaligned outlet septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40488970,448280008,Malalignment of aortic sinus in relation to pulmonary sinus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40487587,449479003,Malattachment of atrial septum,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40488071,449599006,Malattachment of atrial septum with posterior aspect of septum primum to left,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40488072,449600009,Malattachment of atrial septum with superior aspect of septum primum to left and posterior,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4195622,44051003,Malignant endocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44502891,8830/3-C38.0,Malignant fibrous histiocytoma of heart,ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,442603,66610008,Malignant hypertensive heart AND renal disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4183981,54225002,Malignant hypertensive heart disease,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,762033,2.85911E+14,Malignant hypertensive heart disease and chronic renal disease stage 3,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,762034,2.85921E+14,Malignant hypertensive heart disease and chronic renal disease stage 4,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,316994,83105008,Malignant hypertensive heart disease with congestive heart failure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,314369,36315003,Malignant hypertensive heart disease without congestive heart failure,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36525630,9590/3-C38.0,"Malignant lymphoma, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,36563698,9684/3-C38.0,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,36555771,9675/3-C38.0,"Malignant lymphoma, mixed small and large cell, diffuse of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,36537888,9591/3-C38.0,"Malignant lymphoma, non-Hodgkin, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,4180797,363436001,Malignant tumor of endocardium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4180796,363435002,Malignant tumor of heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4180798,363437005,Malignant tumor of myocardium,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021570,461331004,Malposition of coronary artery orifice,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,44813178,5.16871E+14,Malposition of heart,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36530187,9673/3-C38.0,Mantle cell lymphoma of heart,ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,36542195,9699/3-C38.0,"Marginal zone B-cell lymphoma, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,4088347,251152003,Marked sinus arrhythmia,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,40486135,449189009,Mass associated with atrioventricular valve leaflet in atrioventricular septal defect,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4108603,251004005,Masses on mitral apparatus,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,37119055,724173009,Maternally inherited cardiomyopathy and hearing loss syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43021906,472320005,Maternally inherited mitochondrial cardiomyopathy and myopathy,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36532191,9702/3-C38.0,"Mature T-cell lymphoma, NOS, of heart",ICDO Condition,Condition,ICDO3
374,Cardiac Disorders,36716451,722461004,Meacham syndrome,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4326421,74918002,Measles myocarditis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,43020459,2.85961E+14,Mechanical breakdown of prosthetic heart valve,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,312773,43873004,Mechanical complication due to heart valve prosthesis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4020601,213037002,Mechanical complication of coronary bypass,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,4020159,213036006,Mechanical complication of heart valve prosthesis,Clinical Finding,Condition,SNOMED
374,Cardiac Disorders,36529461,9679/3-C38.0,Mediastinal large B-cell lymphoma of heart,ICDO Condition,Condition,ICDO3
